_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;TOT_FEMALE_TEACHERS;LOCATION_LNG;SS01_BOYS_LATRINE;LOCATION_LAT;TOT_FEMALE_STUDENTS;TYPE_OF_WATER_SOURCE;STATUS;SCHOOL_REF;LOCATION_ALT;SS01_GIRLS_LATRINE;LOCATION_ACC;TOT_MALE_TEACHERS;NO_OF_GIRLS_TOILET_BY_OTHERS;SS03;TOT_MALE_STUDENTS;SS02;SS04;NO_OF_GIRLS_TOILET_BY_BRAC;psu;sl_no;sn;ID;district;upazila;union;name_lnstitute;girlsonly;female/male teacher;female/male students
enamul;13:50,0;0;13:50,0;0;0;1;13:50,0;13:50,0;3;88,467609;B;25,7944578;143;D;0;228265;0;B;3243;11;0;B;174;B;C;2;28;80;265;228265;Dinajpur;Bochaganj;Atgaon;Mollahpara High School;0;0,27;0,82183908
momin;56:39,0;0;56:39,0;0;0;1;56:39,0;56:39,0;9;91,4477523;F;24,92553914;850;E;0;257389;-37;C;300;8;4;E;0;D;D;2;57;6;389;257389;Sylhet;Bishwhanath;Bishwhanath;Hazi Mofij Ali Girls High school(Running);1;1,13;
ramzan;08:50,0;0;08:50,0;0;0;1;08:50,0;08:50,0;7;0;A;0;405;D;0;222345;0;A;0;13;0;A;210;A;A;2;22;64;345;222345;Mymensingh;Bhaluka;Hobirbare;Habirbari Paragaon Girl School;1;0,54;1,928571429
jahurul;53:55,0;0;53:55,0;0;0;1;53:55,0;53:55,0;2;0;E;0;123;D;0;237073;0;D;0;6;0;E;130;C;C;2;37;110;73;237073;Tangail;Shakhipur;Kakrajan;Jamsher Nagor High School;0;0,33;0,946153846
shariful;44:56,0;0;44:56,0;0;0;1;44:56,0;44:56,0;5;0;C;0;350;D;0;212118;0;A;0;18;0;C;300;C;C;2;12;36;118;212118;Comilla;Comilla Sadar;Durgapur North;Iqra Morern School;0;0,28;1,166666667
jahurul;09:06,0;0;09:06,0;0;0;1;09:06,0;09:06,0;1;0;E;0;115;D;0;238083;0;A;0;7;0;E;81;B;B;2;38;112;83;238083;Tangail;Modhupur;Solakuri;Boroikuri  High School;0;0,14;1,419753086
shariful;19:40,0;0;19:40,0;0;0;1;19:40,0;19:40,0;6;0;F;0;457;D;0;212113;0;A;0;9;0;C;0;B;C;2;12;36;113;212113;Comilla;Comilla Sadar;Kalir Bazar;Kamal pur Girls School;1;0,67;
shariful;02:09,0;0;02:09,0;0;0;1;02:09,0;02:09,0;1;0;C;0;213;D;0;212125;0;D;0;10;0;C;184;C;C;2;12;36;125;212125;Comilla;Comilla Sadar;Amratoly;Amratoly High School;0;0,1;1,157608696
amit;47:07,0;0;47:07,0;0;0;1;47:07,0;47:07,0;2;0;C;0;93;D;0;231297;0;B;0;7;0;B;102;B;B;2;31;92;297;231297;Nilphamari;Domar;Gorabari;Boragari Nimno Madhomik School;0;0,29;0,911764706
amit;45:32,0;0;45:32,0;0;0;1;45:32,0;45:32,0;2;0;D;0;119;D;0;231301;0;B;0;10;0;C;129;C;C;2;31;92;301;231301;Nilphamari;Domar;Panga;Dhakhin Motukpur High School;0;0,2;0,92248062
rezaul;17:46,0;0;17:46,0;0;0;1;17:46,0;17:46,0;7;0;C;0;840;E;0;245147;0;A;0;10;0;A;589;C;D;2;45;135;147;245147;Chandpur;Chandpur Sadar;Chandra;Yakub Ali Sarak High School;0;0,7;1,42614601
enamul;44:31,0;0;44:31,0;0;0;1;44:31,0;44:31,0;4;89,2157201;A;25,3013962;154;D;0;229278;0;A;3526;20;0;A;574;B;A;2;29;84;278;229278;Dinajpur;Ghoraghat;Pouroshova;Nurjahanpur abo smorik high school;0;0,2;0,268292683
habibur;11:44,0;0;11:44,0;0;0;1;11:44,0;11:44,0;3;89,3630668;C;25,9166366;172;D;0;210317;0;B;3014;15;0;C;223;C;C;2;10;29;317;210317;Lalmonirhat;Aditmari;Durgapur;Balapukur High school;0;0,2;0,771300448
kamrul;54:08,0;0;54:08,0;0;0;1;54:08,0;54:08,0;0;0;A;0;140;D;0;248094;0;A;0;11;0;A;172;B;B;2;48;144;94;248094;Chittagong;Rangunia;Padua;Uttar Padua Madinatul Ulum Dakhil Madrasha(Co-Ed);0;0;0,813953488
motilal;04:46,0;0;04:46,0;0;0;1;04:46,0;04:46,0;1;90,6060402;B;23,3704906;507;E;0;246148;0;A;3597;15;0;A;417;C;B;2;46;138;148;246148;Chandpur;Matlab North;Shatnol;Shorifulla High School;0;0,07;1,215827338
hafizur;08:04,0;0;08:04,0;0;0;1;08:04,0;08:04,0;2;89,54419099;C;23,63103747;174;B;0;209025;-41;A;400;10;0;C;202;C;B;2;9;26;25;209025;Rajbari;Baliakandi;Nababpur;Kurshi High School;0;0,2;0,861386139
bari;37:09,0;0;37:09,0;0;0;1;37:09,0;37:09,0;2;0;B;0;161;E;0;219204;0;A;0;9;0;A;154;B;B;2;19;56;204;219204;Khulna;Dighalia;Gazirhat;A.K.M High School;0;0,22;1,045454545
momin;22:17,0;0;22:17,0;0;0;1;22:17,0;22:17,0;0;91,44423802;E;24,92207681;289;E;0;292393;-14;B;15;10;0;C;215;D;C;2;92;8;393;292393;Sunamgonj;Sunamgonj South;East Pagla;Abdul Gofur High School(Co-Ed);0;0;1,344186047
amit;45:05,0;0;45:05,0;0;0;1;45:05,0;45:05,0;2;0;A;0;84;D;0;230291;0;B;0;12;0;A;94;C;B;2;30;88;291;230291;Panchagar;Atwari;Radhanagor;Rosey Dimukhi High School;0;0,17;0,893617021
motilal;58:10,0;0;58:10,0;0;0;1;58:10,0;58:10,0;1;0;B;0;361;E;0;246152;0;A;0;13;0;A;353;B;B;2;46;138;152;246152;Chandpur;Matlab North;Mohonpur;Dashani Mohonpur High School;0;0,08;1,02266289
bari;04:16,0;0;04:16,0;0;0;1;04:16,0;04:16,0;6;0;B;0;402;D;0;219198;0;A;0;14;0;A;359;B;B;2;19;56;198;219198;Khulna;Dighalia;Senhati;Pather Bazzar High School;0;0,43;1,119777159
rezaul;25:11,0;0;25:11,0;0;0;1;25:11,0;25:11,0;1;0;C;0;231;D;0;205063;0;A;0;8;0;A;256;B;A;2;5;16;63;205063;Manikgonj;Singair;Dholla;Vumdakkin High School;0;0,13;0,90234375
rezaul;57:46,0;0;57:46,0;0;0;1;57:46,0;57:46,0;1;0;A;0;201;E;0;205061;0;A;0;8;0;A;146;A;B;2;5;16;61;205061;Manikgonj;Singair;Joymontop;Raydhakkin Kohinoor Memorial High School;0;0,13;1,376712329
amit;45:32,0;0;45:32,0;0;0;1;45:32,0;45:32,0;8;88,4232935;F;26,2364905;742;D;0;230288;0;A;4039;14;4;A;0;C;C;2;30;88;288;230288;Panchagar;Atwari;Radhanagor;Atwari Pilot Girls High School;1;0,57;
kamrul;09:58,0;0;09:58,0;0;0;1;09:58,0;09:58,0;3;0;F;0;341;E;0;248098;0;A;0;7;0;A;0;B;B;2;48;144;98;248098;Chittagong;Rangunia;Shilok;Shilok Girls High School;1;0,43;
ranjan;46:25,0;0;46:25,0;0;0;1;46:25,0;46:25,0;2;89,6605768;C;22,6111806;145;E;0;234230;0;C;4749;10;0;D;119;C;C;2;34;102;230;234230;Bagerhat;Rampal;Ujalkur;Bhuyarkandar High School;0;0,2;1,218487395
aman;42:41,0;0;42:41,0;0;0;1;42:41,0;42:41,0;3;91,4334842;F;23,1135824;285;E;0;249101;0;A;2393;10;0;A;0;A;B;2;49;147;101;249101;Chittagong;Mirswarai;Zorargonj;Zorargonj Girls High School;1;0,3;
aman;15:39,0;0;15:39,0;0;0;1;15:39,0;15:39,0;2;91,4334842;B;23,1135824;215;E;0;249099;0;A;2393;10;0;B;179;D;D;2;49;147;99;249099;Chittagong;Mirswarai;Shaherkhali;Shaherkhali High School(Co-Ed);0;0,2;1,201117318
aman;25:23,0;0;25:23,0;0;0;1;25:23,0;25:23,0;0;91,4334842;B;23,1135824;285;E;0;249103;0;A;2393;17;0;E;459;D;D;2;49;147;103;249103;Chittagong;Mirswarai;Moghadia;Abutarab Fazil Madrasha(Co-Ed);0;0;0,620915033
shahidur;36:24,0;0;36:24,0;0;0;1;36:24,0;36:24,0;3;0;C;0;271;D;0;297404;0;E;0;9;1;E;208;E;E;2;97;15;404;297404;Netrakona;Purbadhala;Kholishaur;Paboi High School (latrine under construction);0;0,33;1,302884615
mamunur;29:59,0;0;29:59,0;0;0;1;29:59,0;29:59,0;2;91,9006637;A;22,5328698;326;C;0;247085;0;A;2605;9;0;A;284;B;B;2;47;141;85;247085;Chittagong;Roujan;Gohira;Dalainagar High School(Co-Ed);0;0,22;1,147887324
aman;42:06,0;0;42:06,0;0;0;1;42:06,0;42:06,0;2;91,4334772;B;23,1135862;152;E;0;233112;0;D;2392;9;0;B;89;B;A;2;33;98;112;233112;Feni;Fulgazi;Amjad Hat;Bashantapur High School(Co-Ed);0;0,22;1,707865169
ershad;14:05,0;0;14:05,0;0;0;1;14:05,0;14:05,0;2;92,0118546;B;24,5156153;344;D;0;250171;0;A;3339;10;2;A;243;A;C;2;50;150;171;250171;Mulavibazar;Kulaura;Kadipur;Mousin Ali high school;;0,2;1,41563786
ranjan;23:52,0;0;23:52,0;0;0;1;23:52,0;23:52,0;1;89,7922356;C;22,6482138;157;F;0;234225;0;C;1945;8;0;D;120;C;E;2;34;102;225;234225;Bagerhat;Rampal;Molliker Ber;Sannasi High School;0;0,13;1,308333333
ranjan;04:55,0;0;04:55,0;0;0;1;04:55,0;04:55,0;1;89,6345298;C;22,6167707;122;A;0;234227;0;C;4532;5;0;E;91;C;C;2;34;102;227;234227;Bagerhat;Rampal;Ujalkur;Taterhat junior High School;0;0,2;1,340659341
kamrul;17:57,0;0;17:57,0;0;0;1;17:57,0;17:57,0;6;0;A;0;584;E;0;211105;0;A;0;15;1;A;467;B;B;2;11;33;105;211105;Cox?s Bazar;Ukhiya;Ratna Palong;Balukia High School(Co-Ed);0;0,4;1,250535332
ranjan;57:21,0;0;57:21,0;0;0;1;57:21,0;57:21,0;3;89,7872374;E;22,6518926;340;E;0;234231;0;A;2108;12;0;C;331;C;D;2;34;102;231;234231;Bagerhat;Rampal;Ujalkur;Foylahat KamalUddin High School;0;0,25;1,027190332
shahjahan;33:39,0;0;33:39,0;0;0;1;33:39,0;33:39,0;9;0;A;0;219;D;0;207058;0;A;0;13;0;A;280;A;A;2;7;21;58;207058;Gazipur;Kaligonj;Kaligonj;Muslin Cotton Mills High School;0;0,69;0,782142857
shahjahan;35:44,0;0;35:44,0;0;0;1;35:44,0;35:44,0;5;0;A;0;341;D;0;207059;0;A;0;10;0;A;264;A;A;2;7;21;59;207059;Gazipur;Kaligonj;Kaligonj;Balogonj High School;0;0,5;1,291666667
hafizur;19:47,0;0;19:47,0;0;0;1;19:47,0;19:47,0;3;89,8454922;C;23,5651348;754;E;0;241030;0;C;2357;14;2;D;466;C;C;2;41;123;30;241030;Faridpur;Sadarpur;Dhewkhali;Baburchar high school;0;0,21;1,618025751
momin;54:31,0;0;54:31,0;0;0;1;54:31,0;54:31,0;0;91,5495059;D;24,7692349;345;D;0;216169;0;C;1773;8;0;A;309;B;C;2;16;49;169;216169;Sunamgonj;Jaganathpur;Asharkandi;Shoropolli High School;0;0;1,116504854
alim;30:13,0;0;30:13,0;0;0;1;30:13,0;30:13,0;0;0;B;0;71;D;0;244376;0;B;0;6;0;A;80;B;A;2;44;133;376;244376;Natore;Natore Sadar;kafura;Laxmipur Kholabaria Junior High School;0;0;0,8875
sanjoy;14:14,0;0;14:14,0;0;0;1;14:14,0;14:14,0;3;89,0377039;B;22,8657239;98;D;0;203213;0;B;2485;10;0;E;166;E;D;2;3;9;213;203213;Satkhira;Kolaroa;Jughikhali;Kamar Ali High School;0;0,3;0,590361446
quddus;46:04,0;0;46:04,0;0;0;1;46:04,0;46:04,0;2;89,0222084;A;23,4111537;150;B;0;201003;0;A;2572;11;2;A;164;C;D;2;1;3;3;201003;Jhenidah;Kotchandpur;Kushna;P.I.C. High School;0;0,18;0,914634146
alim;17:15,0;0;17:15,0;0;0;1;17:15,0;17:15,0;4;0;A;0;313;D;0;244372;0;A;0;15;1;A;525;B;A;2;44;133;372;244372;Natore;Natore Sadar;kafura;Pirgonj High School;0;0,27;0,596190476
alim;19:29,0;0;19:29,0;0;0;1;19:29,0;19:29,0;3;0;C;0;154;D;0;244373;0;A;0;9;0;A;151;A;A;2;44;133;373;244373;Natore;Natore Sadar;kafura;Jalalabad hatpara High School;0;0,33;1,01986755
shariful;54:54,0;0;54:54,0;0;0;1;54:54,0;54:54,0;1;91,1932557;A;23,1698821;366;D;0;214145;0;A;2776;9;0;A;194;C;C;2;14;41;145;214145;Comilla;Nangalkot;Makrobpur;Mokrobpur HIgh School;0;0,11;1,886597938
sanjoy;15:57,0;0;15:57,0;0;0;1;15:57,0;15:57,0;4;89,0377039;C;22,8657239;393;E;0;203218;0;B;2485;11;0;E;308;C;B;2;3;9;218;203218;Satkhira;Kolaroa;Chandonpur;Chandanpur High School;0;0,36;1,275974026
milon;13:31,0;0;13:31,0;0;0;1;13:31,0;13:31,0;3;0;C;0;115;D;0;202011;0;A;0;5;0;E;105;D;A;2;2;5;11;202011;Kushtia;Kushtia Sadar;Jagati;Mr Abu Abdullah Memo. Junior High School;0;0,6;1,095238095
milon;16:58,0;0;16:58,0;0;0;1;16:58,0;16:58,0;3;89,1069205;F;23,8152239;300;E;0;202020;0;A;3143;6;0;A;0;A;A;2;2;5;20;202020;Kushtia;Kushtia Sadar;Alampur;Alampur Girls High School;1;0,5;
shahidul;46:17,0;0;46:17,0;0;0;1;46:17,0;46:17,0;4;90,68236594;B;24,31879043;179;D;0;236334;-62;A;15;6;0;A;129;B;A;2;36;108;334;236334;Kishoregonj;Pakundia;Pakundia;Luxmia High School(Co-Ed);0;0,67;1,387596899
shariful;49:57,0;0;49:57,0;0;0;1;49:57,0;49:57,0;1;0;C;0;278;D;0;214142;0;C;0;10;0;C;176;B;D;2;14;41;142;214142;Comilla;Nangalkot;Adra;Belghor Gushai Bazar High School;0;0,1;1,579545455
alim;38:26,0;0;38:26,0;0;0;1;38:26,0;38:26,0;4;0;C;0;358;D;0;244369;0;A;0;17;0;A;267;A;A;2;44;133;369;244369;Natore;Natore Sadar;kafura;Dorshonabad Dakhil Madrasha;0;0,24;1,34082397
alim;57:33,0;0;57:33,0;0;0;1;57:33,0;57:33,0;0;0;C;0;144;D;0;244377;0;B;0;7;0;E;107;B;A;2;44;133;377;244377;Natore;Natore Sadar;Biprobelghoria;Mominpur High School;0;0;1,345794393
shahidul;19:19,0;0;19:19,0;0;0;1;19:19,0;19:19,0;2;90,68257249;A;24,31875304;383;D;0;236331;-47;A;35;15;0;A;360;B;A;2;36;108;331;236331;Kishoregonj;Pakundia;Patuabanga;Shimulia Girls School;1;0,13;1,063888889
hannan;19:39,0;0;19:39,0;0;0;1;19:39,0;19:39,0;4;0;F;0;168;D;0;227262;0;A;0;12;0;A;0;B;A;2;27;76;262;227262;Bogra;Gabtoli;Sonaray;Atabariya Girls Dhakhil Madrasha;1;0,33;
alim;00:53,0;0;00:53,0;0;0;1;00:53,0;00:53,0;3;0;B;0;172;B;0;226247;0;B;0;5;0;A;185;A;A;2;26;74;247;226247;Bogra;Nandigram;Vatgram;Kundarhat high school;0;0,6;0,92972973
shariful;13:21,0;0;13:21,0;0;0;1;13:21,0;13:21,0;3;91,1383462;A;23,5223466;170;D;0;213135;0;A;3916;7;0;A;140;B;C;2;13;38;135;213135;Comilla;Burichong;Sholonol;Mohish Mara High School;0;0,43;1,214285714
sanjoy;31:35,0;0;31:35,0;0;0;1;31:35,0;31:35,0;3;89,21607375;F;22,90992843;250;E;0;218190;-75;B;70;10;2;E;0;C;B;2;18;53;190;218190;Jessore;Keshabpur;Pangia;Gorvanga Secendary Girls School;1;0,3;
swapon;45:44,0;0;45:44,0;0;0;1;45:44,0;45:44,0;3;89,9378392;C;22,8678275;305;E;0;239360;0;A;3869;11;0;A;379;A;A;2;39;117;360;239360;Gopalgonj;Tungipara;Dumaria;Bash Baria Jhanjhania High School (Co-Ed);0;0,27;0,80474934
ramzan;02:52,0;0;02:52,0;0;0;1;02:52,0;02:52,0;4;0;B;0;237;D;0;223356;0;A;0;7;0;A;181;B;A;2;23;66;356;223356;Mymensingh;Haluaghat;Vhubonkura;Majrakura High School;0;0,57;1,309392265
meherul;13:35,0;0;13:35,0;0;0;1;13:35,0;13:35,0;2;0;F;0;380;D;0;243280;0;B;0;11;2;A;0;B;A;2;43;131;280;243280;Joypurhat;Kalai;Punot;Punut Girls high School;1;0,18;
shariful;07:23,0;0;07:23,0;0;0;1;07:23,0;07:23,0;3;0;B;0;197;D;0;212121;0;A;0;7;0;C;215;C;C;2;12;36;121;212121;Comilla;Comilla Sadar;Amratoly;Bhabongor A.H. High School;0;0,43;0,91627907
meherul;59:45,0;0;59:45,0;0;0;1;59:45,0;59:45,0;5;0;C;0;395;D;0;243287;0;A;0;18;0;C;405;B;A;2;43;131;287;243287;Joypurhat;Kalai;Zinderpur;Molamgari hat high school;0;0,28;0,975308642
hannan;07:53,0;0;07:53,0;0;0;1;07:53,0;07:53,0;6;0;A;0;300;D;0;227256;0;A;0;7;0;A;270;A;A;2;27;76;256;227256;Bogra;Gabtoli;Gabtoli;Lathigonj High school;0;0,86;1,111111111
shariful;12:01,0;0;12:01,0;0;0;1;12:01,0;12:01,0;2;91,1291978;C;23,5409796;347;D;0;213138;0;B;3152;12;0;C;344;C;C;2;13;38;138;213138;Comilla;Burichong;Sholonol;Kharataiya High School;0;0,17;1,00872093
meherul;44:36,0;0;44:36,0;0;0;1;44:36,0;44:36,0;1;0;B;0;91;D;0;243285;0;A;0;6;0;A;71;B;A;2;43;131;285;243285;Joypurhat;Kalai;Ahamadabad;Raghobpur choumohone junior high School;0;0,17;1,281690141
meherul;48:31,0;0;48:31,0;0;0;1;48:31,0;48:31,0;1;0;B;0;141;D;0;243282;0;A;0;13;0;A;174;A;A;2;43;131;282;243282;Joypurhat;Kalai;Punot;Zagdumbur Dhakhil Madrasha;0;0,08;0,810344828
motilal;17:50,0;0;17:50,0;0;0;1;17:50,0;17:50,0;5;0;A;0;475;E;0;281383;0;A;0;15;0;A;475;D;E;2;81;17;383;281383;Chandpur;Faridgonj;South Faridgonj;Kalir Bazar Mijanur Rahaman High School;0;0,33;1
ramzan;48:15,0;0;48:15,0;0;0;1;48:15,0;48:15,0;6;0;A;0;213;D;0;222348;0;A;0;8;0;A;131;A;A;2;22;64;348;222348;Mymensingh;Bhaluka;Hobirbare;Komola Taher High School;0;0,75;1,625954198
sanjoy;01:29,0;0;01:29,0;0;0;1;01:29,0;01:29,0;3;89,2127024;C;22,897202;24;E;0;218189;0;B;4977;9;0;C;185;B;C;2;18;53;189;218189;Jessore;Keshabpur;Pangia;Gorvanga Secendary School;0;0,33;0,12972973
rezaul;28:48,0;0;28:48,0;0;0;1;28:48,0;28:48,0;0;0;C;0;377;E;0;253382;0;A;0;11;0;E;368;D;E;2;53;17;382;253382;Chandpur;Faridgonj;East Gupti;Atta Mohamaya Patshala High School;0;0;1,024456522
ramzan;13:40,0;0;13:40,0;0;0;1;13:40,0;13:40,0;4;0;A;0;215;D;0;222352;0;A;0;6;0;A;263;A;A;2;22;64;352;222352;Mymensingh;Bhaluka;Khachena;Kachina High School;0;0,67;0,817490494
meherul;09:25,0;0;09:25,0;0;0;1;09:25,0;09:25,0;3;0;F;0;250;D;0;224235;0;A;0;8;0;A;0;B;A;2;24;68;235;224235;Bogra;Shibganj;Atmool;Betgari Mir Shahe Alom Girl?s High School;1;0,38;
murad;07:20,0;0;07:20,0;0;0;1;07:20,0;07:20,0;2;92,1138651;C;25,07981124;120;E;0;288392;30;A;90;5;0;A;110;C;D;2;88;5;392;288392;Sylhet;Jaintapur;Charikata;Charicata Junior High School;0;0,4;1,090909091
enamul;35:03,0;0;35:03,0;0;0;1;35:03,0;35:03,0;3;88,467609;B;25,7944578;143;D;0;228268;0;A;3243;13;0;A;241;B;C;2;28;80;268;228268;Dinajpur;Bochaganj;Pouroshova;Setabgonj Ideal Academy;0;0,23;0,593360996
sanjoy;51:38,0;0;51:38,0;0;0;1;51:38,0;51:38,0;0;89,3433813;B;23,2134471;167;D;0;217182;-9;A;35;15;0;A;197;B;B;2;17;51;182;217182;Jessore;Bagharpara;Naricalbaria;Dupkhali Dakil Madrasa;0;0;0,847715736
sanjoy;54:58,0;0;54:58,0;0;0;1;54:58,0;54:58,0;2;89,339022;F;23,1982061;103;B;0;217183;0;B;3693;12;0;A;0;C;B;2;17;51;183;217183;Jessore;Bagharpara;Naricalbaria;Khatropara Girls Dakhil Madrachha;1;0,17;
sanjoy;02:02,0;0;02:02,0;0;0;1;02:02,0;02:02,0;1;89,348698;C;23,243951;44;E;0;217175;0;B;3909;5;0;A;36;C;C;2;17;51;175;217175;Jessore;Bagharpara;Dohakula;Buyalia-Basuary Union High School;0;0,2;1,222222222
shariful;07:35,0;0;07:35,0;0;0;1;07:35,0;07:35,0;8;0;C;0;470;D;0;212115;0;A;0;13;0;A;698;C;C;2;12;36;115;212115;Comilla;Comilla Sadar;Kalir Bazar;Kalir Bazar U.P High School;0;0,62;0,673352436
ramzan;31:25,0;0;31:25,0;0;0;1;31:25,0;31:25,0;4;0;A;0;410;E;0;222346;0;A;0;20;0;A;326;A;A;2;22;64;346;222346;Mymensingh;Bhaluka;Hobirbare;Jamirdia Abdul Gani Master Ideal High School;0;0,2;1,257668712
ramzan;31:25,0;0;31:25,0;0;0;1;31:25,0;31:25,0;3;0;A;0;600;D;0;222347;0;A;0;18;2;A;650;A;A;2;22;64;347;222347;Mymensingh;Bhaluka;Hobirbare;Sonar Bangla High School;0;0,17;0,923076923
momin;57:21,0;0;57:21,0;0;0;1;57:21,0;57:21,0;3;0;B;0;203;D;0;257390;0;B;0;8;2;E;205;E;E;2;57;6;390;257390;Sylhet;Bishwhanath;Bishwhanath;Jagoron Hish School (latrine under construction);0;0,38;0,990243902
jahurul;55:33,0;0;55:33,0;0;0;1;55:33,0;55:33,0;1;0;C;0;206;D;0;237077;0;A;0;10;5;E;210;C;E;2;37;110;77;237077;Tangail;Shakhipur;Jadobpur;Langulia High school;0;0,1;0,980952381
habibur;04:40,0;0;04:40,0;0;0;1;04:40,0;04:40,0;5;89,3633444;B;25,9168317;365;D;0;210316;0;B;3006;12;0;C;345;C;B;2;10;29;316;210316;Lalmonirhat;Aditmari;Saptibari;Saptibari High school;0;0,42;1,057971014
amit;11:07,0;0;11:07,0;0;0;1;11:07,0;11:07,0;2;0;C;0;448;D;0;231307;0;A;0;12;0;B;351;C;C;2;31;92;307;231307;Nilphamari;Domar;Sonaray;Khaturia High School;0;0,17;1,276353276
amit;47:06,0;0;47:06,0;0;0;1;47:06,0;47:06,0;0;0;A;0;158;D;0;231299;0;A;0;8;0;A;118;A;B;2;31;92;299;231299;Nilphamari;Domar;Gorabari;Mahigonj High School;0;0;1,338983051
habibur;48:08,0;0;48:08,0;0;0;1;48:08,0;48:08,0;2;89,3630668;F;25,9166366;329;D;0;210313;0;B;3014;13;0;C;0;C;C;2;10;29;313;210313;Lalmonirhat;Aditmari;Saptibari;Sabera Khatun   Girls High school;1;0,15;
alauddin;09:21,0;0;09:21,0;0;0;1;09:21,0;09:21,0;0;92,16296273;C;24,82941361;107;D;0;215162;81;A;100;8;1;E;173;B;B;2;15;45;162;215162;Sylhet;Beanibazar;Kurarbazar;Korarbazar Dipakik High School;0;0;0,61849711
kamruzzaman;39:44,0;0;39:44,0;0;0;1;39:44,0;39:44,0;2;89,6385722;B;22,7244907;153;E;0;220211;0;A;3697;7;0;A;148;A;A;2;20;60;211;220211;Khulna;Batiaghata;Vandarcote;B.L.J High School;0;0,29;1,033783784
alauddin;15:24,0;0;15:24,0;0;0;1;15:24,0;15:24,0;3;92,1652139;C;24,8299521;606;D;0;215160;0;A;1717;18;2;E;515;C;B;2;15;45;160;215160;Sylhet;Beanibazar;Kurarbazar;Boiragibazar High School;0;0,17;1,176699029
habibur;13:57,0;0;13:57,0;0;0;1;13:57,0;13:57,0;0;89,3630668;C;25,9166366;172;D;0;210318;0;C;3014;15;0;C;114;C;C;2;10;29;318;210318;Lalmonirhat;Aditmari;Durgapur;Poshim Dolzore Dhakhil Mardasha;0;0;1,50877193
motilal;22:12,0;0;22:12,0;0;0;1;22:12,0;22:12,0;0;90,5931672;B;23,450584;287;E;0;246151;0;B;3904;12;0;E;251;C;C;2;46;138;151;246151;Chandpur;Matlab North;Mohonpur;Mathabanga High School;0;0;1,143426295
shahjahan;33:52,0;0;33:52,0;0;0;1;33:52,0;33:52,0;5;0;C;0;139;D;0;204050;0;A;0;11;0;A;157;B;B;2;4;13;50;204050;Gazipur;Kapasia;Ghagotia;Khirati A.K High School;0;0,45;0,885350318
enamul;19:04,0;0;19:04,0;0;0;1;19:04,0;19:04,0;0;89,2157201;B;25,3013962;156;D;0;229274;0;B;3526;10;0;A;133;A;B;2;29;84;274;229274;Dinajpur;Ghoraghat;Singra;Vornapara high school;0;0;1,172932331
enamul;19:05,0;0;19:05,0;0;0;1;19:05,0;19:05,0;4;89,2157201;F;25,3013962;306;D;0;229277;0;A;3526;8;0;A;0;B;B;2;29;84;277;229277;Dinajpur;Ghoraghat;Pouroshova;Shah Ismail Gazi high school;0;0,5;
amit;50:17,0;0;50:17,0;0;0;1;50:17,0;50:17,0;3;88,8404877;D;26,1054593;150;A;0;231303;0;B;4089;11;0;B;125;B;B;2;31;92;303;231303;Nilphamari;Domar;Panga;Mouja Panga Joldan Madrasha;0;0,27;1,2
bari;32:06,0;0;32:06,0;0;0;1;32:06,0;32:06,0;3;0;B;0;501;D;0;219203;0;A;0;19;2;A;525;B;B;2;19;56;203;219203;Khulna;Dighalia;Gazirhat;Gazirhat Naimuddin High School;0;0,16;0,954285714
rezaul;16:32,0;0;16:32,0;0;0;1;16:32,0;16:32,0;3;0;B;0;244;E;0;206070;0;A;0;7;0;A;260;B;B;2;6;18;70;206070;Dhaka;Dhamrai;Kushura;Bannal Lakhuhaji High School;0;0,43;0,938461538
amit;19:32,0;0;19:32,0;0;0;1;19:32,0;19:32,0;1;0;C;0;85;D;0;230295;0;B;0;14;0;E;145;C;C;2;30;88;295;230295;Panchagar;Atwari;Merjapur;Mirzapur Alim Madrasha;0;0,07;0,586206897
ranjan;49:09,0;0;49:09,0;0;0;1;49:09,0;49:09,0;7;89,6605768;F;22,6111806;456;E;0;234229;0;C;4749;9;0;E;0;C;D;2;34;102;229;234229;Bagerhat;Rampal;Ujalkur;Sufia Begum Mohila Madrasha;1;0,78;
shahjahan;44:51,0;0;44:51,0;0;0;1;44:51,0;44:51,0;3;0;A;0;194;E;0;204041;0;A;0;9;0;A;305;B;A;2;4;13;41;204041;Gazipur;Kapasia;Chandpur;Vakoadi High School;0;0,33;0,636065574
amit;45:32,0;0;45:32,0;0;0;1;45:32,0;45:32,0;3;0;C;0;108;B;0;230292;0;A;0;11;0;A;153;A;A;2;30;88;292;230292;Panchagar;Atwari;Radhanagor;Dinmara High School;0;0,27;0,705882353
ranjan;40:36,0;0;40:36,0;0;0;1;40:36,0;40:36,0;1;89,6605768;D;22,6111806;152;B;0;234226;0;C;4749;9;0;A;113;D;D;2;34;102;226;234226;Bagerhat;Rampal;Ujalkur;TUlshirabad High School;0;0,11;1,345132743
rezaul;56:58,0;0;56:58,0;0;0;1;56:58,0;56:58,0;6;0;B;0;580;E;0;206069;0;A;0;18;0;A;1017;B;A;2;6;18;69;206069;Dhaka;Dhamrai;Kushura;Kusura Abbas Ali High School;0;0,33;0,570304818
