_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;LOCATION_LNG;LOCATION_LAT;STATUS;LOCATION_ALT;VWC_REF;VWC_ESTABLISHED_YEAR;YEAR_OF_SOCIAL_MAP_MADE;HH_CENSUS_UP;HH_INEND12_UP;HH_CENSUS_PP;HH_INEND12_PP;TOT_NO_OF_HH_CENSUS2008OR12_NP;TOT_NO_OF_HH_INEND12_NP;Ratio NP / UP+P;TOTAL_NO_OF_FEMALE_MEMBER_START;TOTAL_NO_OF_FEMALE_MEMBER_NOW;TOTAL_NO_OF_MALE_MEMBER_START;TOTAL_NO_OF_MALE_MEMBER_NOW;IS_ARSENIC_PRONE_AREA;WATER_SUPPORT_VWC_TUBEWELL_BRAC;WATER_SUPPORT_VWC_TUBEWELL_OTHER;WATER_SUPPORT_VWC_DEEPTUBEWELL_BRAC;WATER_SUPPORT_VWC_DEEPTUBEWELL_OTHER;WATER_SUPPORT_VWC_SANDPONDFILTER_BRAC;WATER_SUPPORT_VWC_SANDPONDFILTER_OTHER;WATER_SUPPORT_VWC_NOTAPPLICABLE_BRAC;WATER_SUPPORT_VWC_NOTAPPLICABLE_OTHER;VWC01;VWC02;VWC03_SCORE_AGREED;VWC03_SCORE_MEN;VWC03_SCORE_WOMEN;LOCATION_ACC;NAME_INVIEWER1;NAME_INVIEWER2;SEX_INTERVIEWER2;SEX_INTERVIEWER1;hh0;hh;wealth;select0;select;psu;psu0;psu1;PSU2;id;district;upazila;union;vwc;ultrapoor;poor;nonpoor;totalHH;%up;%p;%np;weight_up;Weight_p;weight_np
ramzan;57:00,0;0;57:00,0;0;0;1;57:00,0;57:00,0;0;0;0;0;5210100;2007;2007;35;0;38;0;198;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;0;romjan;fatema;F;M;0;0;up;0;1;21;5;21;1;5210100;Mymensingh;Mymensingh Sadar;Sirota;Vhobanipur-4;35;12;224;271;13%;4%;83%;;;
ranjan;07:04,0;0;07:04,0;0;0;1;07:04,0;07:04,0;89,6343194;22,6158611;0;0;5340300;2007;2007;42;0;176;0;44;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;C;A;A;A;4850;Ranjanbanerjee;Barnali;F;M;0;0;up;0;3;34;5;34;1;5340300;Bagerhat;Rampal;Rampal;Vaga;42;130;90;262;16%;50%;34%;;;
murad;05:15,0;0;05:15,0;0;0;1;05:14,0;05:14,0;92,259497;25,00624896;0;-24;5880200;2012;2012;0;0;20;0;37;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;50;Ruly Begum;Md Murad Hossain;M;F;0;0;up;0;2;88;5;88;2;5880200;Sylhet;Jaintapur;Charikata;Gonggarjum;0;10;47;57;0%;18%;82%;;;
mamunur;25:33,0;0;25:33,0;0;0;1;25:33,0;25:33,0;91,8503348;22,6246334;0;0;5510100;2012;2012;19;0;15;0;206;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;D;2306;Mamun;Nasima;F;M;0;0;up;0;1;51;5;51;2;5510100;Chittagong;Fatickchari;Nanupur;B.Fakir Bari;19;15;209;243;8%;6%;86%;;;
alauddin;34:38,0;0;34:38,0;0;0;1;34:38,0;34:38,0;92,4198298;24,9494893;0;0;5590300;2012;2012;46;46;48;48;128;128;NP;6;5;5;5;No;No;No;No;No;No;No;0;0;D;B;C;C;C;3938;Alauddin;Shabela begum;F;M;0;0;up;0;3;59;5;59;2;5590300;Sylhet;Zokijonj;Barohal;Parchak;46;5;171;222;21%;2%;77%;;;
motilal;06:04,0;0;06:04,0;0;0;1;06:04,0;06:04,0;90,7509958;23,1112237;0;0;5810100;2012;2012;20;0;20;0;155;0;NP;6;6;5;5;No;0;No;0;Yes;0;No;0;0;D;E;E;E;E;3209;Motilal;Taslima;F;M;0;0;up;0;1;81;5;81;2;5810100;Chandpur;Faridgonj;South Faridgonj;Horni-4;20;20;155;195;10%;10%;79%;;;
bari;09:15,0;0;09:15,0;0;0;1;09:15,0;09:15,0;0;0;0;0;5650100;2012;2012;47;47;21;21;90;90;NP;6;6;5;4;No;0;No;0;Yes;0;No;0;0;D;C;C;C;C;0;bari;mongira;F;M;0;0;up;0;1;65;5;65;2;5650100;Khulna;Koyra;North Bedkashi;Padma Pukur-1;46;78;34;158;29%;49%;22%;;;
murad;42:44,0;0;42:44,0;0;0;1;42:44,0;42:44,0;91,99893521;25,14174382;0;-78;5790200;2012;2012;47;0;103;0;65;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;80;Md Murad Hossain;Champa Rani Das;F;M;0;0;up;0;2;79;5;79;2;5790200;Sylhet;Gowainghat;Doubari;Ghoshgram 2;47;88;80;215;22%;41%;37%;;;
momin;53:23,0;0;53:23,0;0;0;1;53:23,0;53:23,0;91,75215443;24,81623272;0;-36;5570100;2012;2012;9;0;66;0;147;0;NP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;D;E;E;E;E;30;MD. Abdul Momin;Mina Rani Sarker;F;M;0;0;up;0;1;57;5;57;2;5570100;Sylhet;Bishwhanath;Bishwhanath;Station Puranbazar Durgapur;9;39;174;222;4%;18%;78%;;;
kamruzzaman;45:25,0;0;45:25,0;0;0;1;45:25,0;45:25,0;89,16382113;22,77227503;0;-59;5600300;2012;2012;33;0;90;0;21;0;PP&UP;6;6;5;5;Yes;0;0;0;0;0;0;0;0;D;C;C;C;C;10;Md  kamruzzaman;Penaki  bairagi;F;M;0;0;up;0;3;60;5;60;2;5600300;Satkhira;Tala;Kholishkhali;Gopaldanga;12;10;46;68;18%;15%;68%;;;
amit;21:20,0;0;21:20,0;0;0;1;21:20,0;21:20,0;88,4232935;26,2364905;0;0;5300200;2006;2006;40;45;142;155;119;115;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;4039;Alo rani roy;Amit kumer golder;M;F;0;0;up;0;2;30;5;30;1;5300200;Panchagar;Atwari;Radhanagor;Borodap-1;40;155;126;321;12%;48%;39%;;;
alauddin;44:34,0;0;44:34,0;0;0;1;44:34,0;44:34,0;92,1685572;24,831315;0;0;5150300;2008;2008;27;46;58;29;115;145;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;D;D;2551;Alauddin;Shabela begum;F;M;0;0;up;0;3;15;5;15;1;5150300;Sylhet;Beanibazar;Dubag;Khara Vora 1;27;4;169;200;14%;2%;85%;;;
aman;43:00,0;0;43:00,0;0;0;1;43:00,0;43:00,0;91,7943253;22,6415824;0;0;5890200;2012;2012;62;0;96;0;57;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;2107;Aman ullah;Lucky rani;F;M;0;0;up;0;2;89;5;89;2;5890200;Chittagong;Fatickchari;Dowlotpur;Dowlot Pur-2;62;96;57;215;29%;45%;27%;;;
shahjahan;05:27,0;0;05:27,0;0;0;1;05:27,0;05:27,0;0;0;0;0;5720100;2012;2012;9;9;47;47;56;56;PP&UP;6;6;5;5;No;No;No;No;Yes;No;No;0;Yes;D;E;E;E;E;0;Shahajan;Fatema;F;M;0;0;up;0;1;72;5;72;2;5720100;Kishoregonj;Bajitpur;Kailag;Rahela- 2;9;47;56;112;8%;42%;50%;;;
kamruzzaman;22:27,0;0;22:27,0;0;0;1;22:27,0;22:27,0;89,1634311;22,7812345;0;0;5600100;2012;2012;14;0;40;0;18;0;PP&UP;6;6;5;5;Yes;0;0;0;0;0;0;0;0;D;C;C;C;C;4250;Md  kamruzzaman;Penaki  bairagi;F;M;0;0;up;0;1;60;5;60;2;5600100;Satkhira;Tala;Kholishkhali;Sotogacha;14;8;50;72;19%;11%;69%;;;
momin;16:52,0;0;16:52,0;0;0;1;16:52,0;16:52,0;91,44436364;24,92196798;0;-71;5730100;2012;2012;73;0;45;0;152;0;NP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;D;C;C;C;C;35;MD. Abdul Momin;Sultana Jahan;F;M;0;0;up;0;1;73;5;73;2;5730100;Sunamgonj;Sunamgonj south;Dorgapasa;Amria;73;45;152;270;27%;17%;56%;;;
shahidul;36:13,0;0;36:13,0;0;0;1;36:13,0;36:13,0;90,87291033;24,54599853;0;-27;5550100;2012;2012;42;42;66;66;84;84;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;A;A;A;A;25;Shahidul;Shefali;F;M;0;0;up;0;1;55;5;55;2;5550100;Kishoregonj;Tarail;Digdair;Korati;42;66;84;192;22%;34%;44%;;;
harun;21:24,0;0;21:24,0;0;0;1;21:24,0;21:24,0;90,9716947;24,0568363;0;0;5930300;2012;2012;25;0;71;0;65;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;D;D;D;D;2694;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;3;93;5;93;2;5930300;Kishoregonj;Bhairab;Sreenagar;Bausmara;25;64;63;152;16%;42%;41%;;;
murad;17:18,0;0;17:18,0;0;0;1;17:18,0;17:18,0;91,55092178;24,76256063;0;100;5730200;2012;2012;48;0;28;0;143;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;100;Md Murad Hossain;Sultanajahan Ripa;F;M;0;0;up;0;2;73;5;73;2;5730200;Sunamgonj;Sunamgonj south;Dorgapasa;Paikapon-1;48;89;82;219;22%;41%;37%;;;
alauddin;24:33,0;0;24:33,0;0;0;1;24:33,0;24:33,0;91,7620202;25,0965974;0;0;5540300;2012;2012;18;12;71;71;13;13;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;4106;Alauddin;Shabela begum;F;M;0;0;up;0;3;54;5;54;2;5540300;Sylhet;Companigonj;East Islampur;Moddho Rajnogor-2;18;71;13;102;18%;70%;13%;;;
momin;34:44,0;0;34:44,0;0;0;1;34:44,0;34:44,0;91,44461085;24,9216881;0;-24;5920200;2012;2012;15;0;21;0;37;0;NP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;D;C;C;C;C;20;Md. Abdul Momin;Ripa Rani Dey;F;M;0;0;up;0;2;92;5;92;2;5920200;Sunamgonj;Suanmgonj South;East Pagla;Nazimpur;15;21;37;73;21%;29%;51%;;;
mamunur;08:46,0;0;08:46,0;0;0;1;08:46,0;08:46,0;91,8663559;22,7571077;0;0;5000100;2012;2012;61;0;86;0;137;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;D;4042;Mamun;Nasima;F;M;0;0;up;0;1;500;;500;2;5000100;Chittagong;Fatickchari;Kanchon Nagor;H.School Para;61;86;137;284;21%;30%;48%;;;
momin;10:58,0;0;10:58,0;0;0;1;10:58,0;10:58,0;91,34617521;24,87664327;0;99;5770100;2012;2012;57;0;52;0;94;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;D;C;C;C;C;150;Md. Abdul Momin;Minu Rani Talukder;F;M;0;0;up;0;1;77;5;77;2;5770100;Sunamgonj;Suanmgonj South;West Birgaon;Shamnagor;57;52;94;203;28%;26%;46%;;;
harun;54:41,0;0;54:41,0;0;0;1;54:41,0;54:41,0;90,9809593;24,0647099;0;0;5930200;2012;2012;21;0;71;0;134;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;C;D;2154;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;2;93;5;93;2;5930200;Kishoregonj;Bhairab;Sreenagar;Babhanipur-3;21;71;134;226;9%;31%;59%;;;
ershad;35:00,0;0;35:00,0;0;0;1;35:00,0;35:00,0;91,6779765;24,9536144;0;0;5760300;2012;2012;17;17;37;37;41;41;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;E;C;D;D;D;3759;Ershad hossain;Ronu bala;F;M;0;0;up;0;3;76;5;76;2;5760300;Sunamgonj;Chhatak;Soidergaon;Singua+Railgate+eknidha+Singua;17;37;41;95;18%;39%;43%;;;
milon;58:09,0;0;58:09,0;0;0;1;58:09,0;58:09,0;89,112191;23,7830203;0;0;520100;2008;2008;70;116;116;0;114;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;B;A;A;A;4902;Milon;Tuli;F;M;0;0;up;0;1;2;5;2;1;520100;Kushtia;Kushtia Sadar;Alampur;Dhakola-2;53;149;98;300;18%;50%;33%;;;
shariful;58:55,0;0;58:55,0;0;0;1;58:55,0;58:55,0;0;0;0;0;5130300;2008;2008;57;0;45;0;203;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;Shariful;0;0;M;0;0;up;0;3;13;5;13;1;5130300;Comilla;Burichong;Burichong;Haripur-1;57;45;203;305;19%;15%;67%;;;
ershad;01:07,0;0;01:07,0;0;0;1;01:06,0;01:06,0;91,9795934;24,5783649;0;0;5500300;2007;2007;13;0;32;0;70;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;No;A;B;A;B;A;2105;Ershad  hossain;Rousonara akther;F;M;0;0;up;0;3;50;5;50;1;5500300;Mulavibazar;Kulaura;Baromchal;Purbo Singur;13;32;70;115;11%;28%;61%;;;
kamrul;46:05,0;0;46:05,0;0;0;1;46:05,0;46:05,0;0;0;0;0;5110300;2008;2008;23;0;39;0;45;0;PP&UP;6;6;5;5;Yes;Yes;Yes;No;No;No;No;0;0;A;A;A;A;A;0;Kamrul islam;Babi barua;F;M;0;0;up;0;3;11;5;11;1;5110300;Cox?s Bazar;Ukhiya;Ratna Palong;Purba Ratna;23;39;45;107;21%;36%;42%;;;
shahjahan;16:12,0;0;16:12,0;0;0;1;16:12,0;16:12,0;0;0;0;0;5070200;2008;2008;10;0;24;0;63;0;NP;6;6;5;5;No;No;No;No;Yes;No;No;0;No;D;C;A;A;A;0;Shahajan;Fatema;F;M;0;0;up;0;2;7;50;7;1;5070200;Gazipur;Kaligonj;Mokatar pur;Mayshar;10;33;54;97;10%;34%;56%;;;
shahidul;37:58,0;0;37:58,0;0;0;1;37:58,0;37:58,0;90,66907178;24,31987116;0;-34;5360200;2007;2007;12;0;60;0;40;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;B;A;A;A;5;Shahidul;Shefali;F;M;0;0;up;0;2;36;5;36;1;5360200;Kishoregonj;Pakundia;Pakundia;Varatia-1;12;60;40;112;11%;54%;36%;;;
shahidur;15:30,0;0;15:30,0;0;0;1;15:30,0;15:30,0;0;0;0;0;5970100;2012;2012;48;0;58;0;54;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;E;E;E;E;0;Shohidur rahman;Nazmun naher;F;M;0;0;up;0;1;97;5;97;2;5970100;Netrakona;Purbadhala;Kholishaur;Garuakanda-1;48;58;54;160;30%;36%;34%;;;
hafizur;39:05,0;0;39:05,0;0;0;1;39:05,0;39:05,0;89,52967781;23,68718222;0;56;5090200;2008;2008;16;0;27;0;51;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;A;A;A;A;25;Hafizur rahaman;Shikha kirtuniya;F;M;0;0;up;0;2;9;50;9;1;5090200;Rajbari;Baliakandi;Nababpur;Bagmara;12;29;53;94;13%;31%;56%;;;
milon;31:37,0;0;31:37,0;0;0;1;31:37,0;31:37,0;0;0;0;0;5020200;2008;2008;52;0;138;0;81;0;PP&UP;6;6;5;5;No;Yes;No;No;Yes;No;No;0;0;B;B;A;A;A;0;Milon;Tuli;F;M;0;0;up;0;2;2;50;2;1;5020200;Kushtia;Kushtia Sadar;Jhaudia;Hatia-1;47;35;189;271;17%;13%;70%;;;
meherul;47:02,0;0;47:02,0;0;0;1;47:02,0;47:02,0;0;0;0;0;5430200;2007;2007;33;0;35;0;91;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;Yes;0;A;B;A;A;A;0;meherul;shefali;F;M;0;0;up;0;2;43;5;43;1;5430200;Joypurhat;Kalai;Ahamadabad;Raghabpur;33;35;91;159;21%;22%;57%;;;
shariful;55:01,0;0;55:01,0;0;0;1;55:01,0;55:01,0;91,1291629;23,5413219;0;0;5130200;2008;2008;22;0;42;0;98;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;B;B;A;A;A;3416;Shariful;Nurunnesa;F;M;0;0;up;0;2;13;5;13;1;5130200;Comilla;Burichong;Bharellah;Adbharpur-1;22;42;98;162;14%;26%;60%;;;
harun;49:57,0;0;49:57,0;0;0;1;49:57,0;49:57,0;90,7967063;24,2561596;0;0;5610200;2012;2012;68;0;34;0;181;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;E;E;E;E;2829;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;2;61;5;61;2;5610200;Kishoregonj;Katiadi;Mumurdia;Dokhin Mumudia-1;68;34;181;283;24%;12%;64%;;;
jahurul;15:21,0;0;15:21,0;0;0;1;15:21,0;15:21,0;0;0;0;0;5380300;2007;2007;20;0;20;0;62;0;NP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;A;A;A;0;Bulbuli akter;Johurul alam;M;F;0;0;up;0;3;38;5;38;1;5380300;Tangail;Modhupur;Golabari;Serubari;23;29;50;102;23%;28%;49%;;;
bari;30:09,0;0;30:09,0;0;0;1;30:09,0;30:09,0;0;0;0;0;5190200;2007;2007;64;62;162;173;42;92;PP&UP;6;6;5;5;No;No;No;No;Yes;No;No;0;0;B;B;A;A;A;0;bari;mongira;F;M;0;0;up;0;2;19;5;19;1;5190200;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;268;24%;60%;16%;;;
shahidul;45:06,0;0;45:06,0;0;0;1;45:06,0;45:06,0;90,68224029;24,31893404;0;-38;5360300;2007;2007;30;0;101;0;169;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;60;Shahidul;Shefali;F;M;0;0;up;0;3;36;5;36;1;5360300;Kishoregonj;Pakundia;Patuavanga;Masimpur;30;101;169;300;10%;34%;56%;;;
shahjahan;03:49,0;0;03:49,0;0;0;1;03:49,0;03:49,0;0;0;0;0;5070300;2008;2008;19;25;27;38;120;121;NP;6;6;5;5;No;Yes;No;No;Yes;No;No;No;No;A;A;A;A;A;0;Shahajan;Fatema;F;M;0;0;up;0;3;7;50;7;1;5070300;Gazipur;Kaligonj;Jangalia;Shaldia;28;48;90;166;17%;29%;54%;;;
hannan;33:25,0;0;33:25,0;0;0;1;33:25,0;33:25,0;0;0;0;0;5270300;2007;2007;6;0;52;0;177;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;M.A.HANNAN MIAH;0;0;M;0;0;up;0;3;27;5;27;1;5270300;Baogra;Gabtoli;Poursova;Gabtoli Master;10;19;206;235;4%;8%;88%;;;
habibur;58:28,0;0;58:28,0;0;0;1;58:28,0;58:28,0;89,3620249;25,9143294;0;0;5100200;2008;2008;54;36;40;85;82;84;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;C;A;A;A;3401;Habibur rahman;Bithi rani ray;F;M;0;0;up;0;2;10;5;10;1;5100200;Lalmonirhat;Aditmari;Saptibari;Khatapara-2;36;54;87;177;20%;31%;49%;;;
ershad;11:02,0;0;11:02,0;0;0;1;11:02,0;11:02,0;91,9945901;24,3324064;0;0;5500100;2007;2007;72;0;55;0;113;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;4286;Ershad hossain;Rousonara akther;F;M;0;0;up;0;1;50;5;50;1;5500100;Mulavibazar;Kulaura;Sarifpur;Purbobag;72;55;113;240;30%;23%;47%;;;
jahurul;53:04,0;0;53:04,0;0;0;1;53:04,0;53:04,0;0;0;0;0;5370300;2008;2008;8;0;37;0;40;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;No;No;A;C;A;A;A;0;BulbulI akter;Johurul alam;M;F;0;0;up;0;3;37;5;37;1;5370300;Tangail;Shakhipur;Kakrajan;Bora Chala U para;8;37;40;85;9%;44%;47%;;;
shariful;56:46,0;0;56:46,0;0;0;1;56:46,0;56:46,0;0;0;0;0;5120300;2008;2008;4;0;26;0;136;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;Shariful;Nurnnesa;F;M;0;0;up;0;3;12;5;12;1;5120300;Comilla;Comilla Sadar;Kalir Bazar;Danuayakbala East;4;26;136;166;2%;16%;82%;;;
murad;19:02,0;0;19:02,0;0;0;1;19:02,0;19:02,0;92,23426981;24,99153505;0;-90;5520200;2012;2012;16;0;0;0;58;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;20;Md Murad Hossain;Ruly Begum;F;M;0;0;up;0;2;52;5;52;2;5520200;Sylhet;Kanighat;Kanighat;P.laximpur;16;;58;74;22%;0%;78%;;;
swapon;02:08,0;0;02:08,0;0;0;1;02:08,0;02:08,0;89,7623696;23,1390919;0;0;5400200;2007;2007;60;0;112;0;89;0;PP&UP;6;6;5;5;Yes;No;0;No;0;No;0;0;0;D;B;B;B;B;5000;seapon.ray;subarna;F;M;0;0;up;0;2;40;5;40;1;5400200;Gopalgonj;Kashiani;fukra;fukra-138;60;112;89;261;23%;43%;34%;;;
bari;21:01,0;0;21:01,0;0;0;1;21:01,0;21:01,0;0;0;0;0;5190100;2007;2007;39;44;113;115;113;116;PP&UP;6;6;5;5;No;No;No;No;Yes;No;No;0;0;C;C;B;A;B;0;bari;mongira;F;M;0;0;up;0;1;19;5;19;1;5190100;Khulna;Dighalia;Gazirhat;Majhirgati;39;76;150;265;15%;29%;57%;;;
kamruzzaman;42:04,0;0;42:04,0;0;0;1;42:04,0;42:04,0;89,58109487;22,70106527;0;-20;5200100;2007;2007;33;27;93;102;25;35;PP&UP;6;6;5;5;Yes;0;No;0;Yes;0;No;0;0;D;A;A;A;A;5;Kamruzzaman;Penaki bairagi;F;M;0;0;up;0;1;20;5;20;1;5200100;Khulna;Batiaghata;Vandarcote;Jhinaikhali;33;93;25;151;22%;62%;17%;;;
meherul;25:34,0;0;25:34,0;0;0;1;25:34,0;25:34,0;0;0;0;0;5240200;2007;2007;14;0;69;0;71;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;A;A;A;A;0;meherul;shefali;F;M;0;0;up;0;2;24;5;24;1;5240200;Bogra;Shibganj;Kichok;Matian Uttor;16;69;88;173;9%;40%;51%;;;
aman;43:57,0;0;43:57,0;0;0;1;43:57,0;43:57,0;91,5839627;22,7630826;0;0;5490300;2007;2007;65;0;44;0;54;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;B;A;A;A;2678;Aman ullah;Salma akter khanam;F;M;0;0;up;0;3;49;5;49;1;5490300;Chittagong;Mirsarai;Shaherkhali;Kazirtaluk-1;65;44;54;163;40%;27%;33%;;;
murad;05:48,0;0;05:48,0;0;0;1;05:48,0;05:48,0;92,25995304;25,00640074;0;-40;5520300;2012;2012;45;0;20;0;235;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;E;E;E;E;200;Md Murad Hossain;Ruly Begum;F;M;0;0;up;0;3;52;5;52;2;5520300;Sylhet;Kanighat;Kanighat;P.birdol 2;45;20;235;300;15%;7%;78%;;;
habibur;10:05,0;0;10:05,0;0;0;1;10:05,0;10:05,0;89,4334533;25,9029855;0;0;5900200;2012;2012;54;54;34;34;119;119;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;A;A;A;3049;Habibur rahman;Bithi rani ray;F;M;0;0;up;0;2;90;5;90;2;5900200;Lalmonirhat;Lalmonirhat Sadar;Harati;Fakirtari-2;54;23;130;207;26%;11%;63%;;;
hafizur;40:43,0;0;40:43,0;0;0;1;40:43,0;40:43,0;89,9843953;23,391389;0;0;5420300;2007;2007;54;0;70;0;176;0;NP;6;6;5;5;Yes;No;No;No;Yes;No;No;0;0;D;B;A;A;A;3065;Hafizur rahaman;Shikha kirtuniya;F;M;0;0;up;0;3;42;5;42;1;5420300;Faridpur;Bhanga;Algi;Balia;35;46;119;200;18%;23%;60%;;;
motilal;37:04,0;0;37:04,0;0;0;1;37:04,0;37:04,0;90,69735272;23,33441578;0;-62;5740200;2012;2012;26;0;120;0;22;0;PP&UP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;C;C;C;15;Motilal;Taslima;F;M;0;0;up;0;2;74;5;74;2;5740200;Chandpur;Matlab South;Matlab Pourashava;Munsobdi;7;137;24;168;4%;82%;14%;;;
amit;01:18,0;0;01:18,0;0;0;1;01:18,0;01:18,0;0;0;0;0;5310100;2006;2006;33;36;11;55;74;23;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;0;Amit kumar golber;Alo rani ray;F;M;0;0;up;0;1;31;5;31;1;5310100;Nilphamari;Domar;Sonaray;kligila;34;51;33;118;29%;43%;28%;;;
ershad;40:02,0;0;40:02,0;0;0;1;40:02,0;40:02,0;91,6616655;25,0298168;0;0;5680300;2012;2012;16;16;101;101;129;129;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;E;E;E;E;E;2074;Ershad hossain;Dulon rani;F;M;0;0;up;0;3;68;5;68;2;5680300;Sunamgonj;Chhatak;Chhatak Pourosova;West Noyarai +Mofoznagor;16;101;129;246;7%;41%;52%;;;
alauddin;47:07,0;0;47:07,0;0;0;1;47:07,0;47:07,0;92,416011;24,9517624;0;0;5830200;2012;2012;16;16;9;9;32;32;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;E;0;0;0;3907;Alauddin;Shabelabegum;F;M;0;0;up;0;2;83;5;83;2;5830200;Sylhet;Zokigonj;Manikpur;Mongolpur;16;9;32;57;28%;16%;56%;;;
shahidur;52:24,0;0;52:24,0;0;0;1;52:24,0;52:24,0;90,9236901;24,8932535;0;0;5350200;2007;2007;69;0;79;0;41;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;Yes;0;E;A;A;A;A;3685;Shohidur rahman;Nazmun naher;F;M;0;0;up;0;2;35;5;35;1;5350200;Netrakona;Barhatta;Shingdha;Chandrapur -1;66;51;70;187;35%;27%;37%;;;
aman;38:59,0;0;38:59,0;0;0;1;38:59,0;38:59,0;91,5478827;22,8478197;0;0;5490200;2007;2007;36;0;160;0;84;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;B;A;A;A;2695;Salma akter khanam;Aman ullah;M;F;0;0;up;0;2;49;5;49;1;5490200;Chittagong;Mirsarai;Zorargonj;Moddam Sonapahar-8;36;160;84;280;13%;57%;30%;;;
hafizur;17:08,0;0;17:08,0;0;0;1;17:08,0;17:08,0;90,0227436;23,4659162;0;0;5410200;2008;2008;45;0;67;0;110;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;E;A;A;A;A;3638;Hafizur rahaman;Shikha kirtuniya;F;M;0;0;up;0;2;41;5;41;1;5410200;Faridpur;Sadarpur;Krisnopur;Krisnopur -5;25;71;126;222;11%;32%;57%;;;
murad;15:34,0;0;15:34,0;0;0;1;15:34,0;15:34,0;92,15200844;25,06657555;0;-9;5880300;2012;2012;33;0;2;0;117;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;15;Md Mutad Hossain;Ruly Begum;F;M;0;0;up;0;3;88;5;88;2;5880300;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;152;22%;44%;34%;;;
