_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;DIS_BW_UPZ_RCS;LOCATION_ACC;LOCATION_LNG;ORIENTATION_SUP_REC_FBRAC;LOCATION_LAT;RSC01;STATUS;MAX_ESTM_TRAVEL_TIME;LOCATION_ALT;RSC_REF;FINANCIAL_SUP_REC_FBRAC;psu;area;sl_no;rscnr;ID;district;upazila;union;rsc;loan
alim;07:38,0;0;07:38,0;0;0;1;07:38,0;07:38,0;10;0;0;Yes;0;B;0;125;0;144407;Yes;44;1;133;407;144407;Natore;Natore Sadar;kafura;Afjal Sanitary Centre;0
ranjan;59:34,0;0;59:34,0;0;0;1;59:34,0;59:34,0;5;80;89,25325449;Yes;22,76607048;A;0;90;-48;160467;Yes;60;2;22;467;160467;Satkhira;Tala;Kholishkhali;Suporna Sanitary Center;1
shariful;48:04,0;0;48:04,0;0;0;1;48:04,0;48:04,0;5;0;0;No;0;B;0;70;0;114156;Yes;14;1;41;156;114156;Comilla;Nangalkot;Raykot;Janata Sanitary;1
bari;09:06,0;0;09:06,0;0;0;1;09:06,0;09:06,0;10;0;0;Yes;0;C;0;150;0;170466;No;70;2;20;466;170466;Khulna;Paikgacha;Chandkhali;Tasmia Sanitary;0
kamruzzaman;06:09,0;0;06:09,0;0;0;1;06:09,0;06:09,0;3;3850;89,1647559;Yes;22,7802246;C;0;60;0;191472;No;91;2;22;472;191472;Satkhira;Tala;Dhandia;Eti Sanitary;0
ershad;46:00,0;0;46:00,0;0;0;1;46:00,0;46:00,0;7;3776;91,6780424;Yes;24,9534813;B;0;180;0;176456;No;76;2;7;456;176456;Sunamgonj;Chhatak;Soidergaon;Bhai Bhai Sanitary;0
harun;05:38,0;0;05:38,0;0;0;1;05:38,0;05:38,0;9;2302;90,9795843;Yes;24,0651521;C;0;240;0;196502;No;96;2;11;502;196502;Kishoregonj;Bhairab;Shibpur;Khandaker Sanitary Center;0
alim;54:14,0;0;54:14,0;0;0;1;54:14,0;54:14,0;7;0;0;Yes;0;B;0;85;0;144410;Yes;44;1;133;410;144410;Natore;Natore Sadar;kafura;Montaz Sanitary Centre- Md. Montas;1
amit;22:58,0;0;22:58,0;0;0;1;22:58,0;22:58,0;8;4039;88,4232935;Yes;26,2364905;B;0;60;0;130314;No;30;1;88;314;130314;Panchagar;Atwari;Radhanagor;Haque Enterprize;0
sanjoy;26:23,0;0;26:23,0;0;0;1;26:23,0;26:23,0;3;3915;89,0474323;Yes;22,8090767;B;0;30;0;103236;Yes;3;1;9;236;103236;Satkhira;Kolaroa;Kalia;Jarina Sanitary Centre;1
ershad;47:25,0;0;47:25,0;0;0;1;47:25,0;47:25,0;7;3776;91,6780424;Yes;24,9534813;D;0;180;0;176457;No;76;2;7;457;176457;Sunamgonj;Chhatak;Soidergaon;Shahajalal Sanitary;0
alauddin;59:45,0;0;59:45,0;0;0;1;59:45,0;59:45,0;0;2898;92,3918841;Yes;24,8732573;E;0;0;0;198450;0;98;2;3;450;198450;Sylhet;Zokijonj;Birosree;Vallage Sanitary;0
shahidur;14:49,0;0;14:49,0;0;0;1;14:49,0;14:49,0;8;3463;90,8913101;Yes;24,8972263;A;0;130;0;135359;Yes;35;1;105;359;135359;Netrakona;Barhatta;Buashe;Bina Enterprise;1
ramzan;21:20,0;0;21:20,0;0;0;1;21:20,0;21:20,0;7;0;0;Yes;0;B;0;90;0;121376;Yes;21;1;62;376;121376;Mymensingh;Mymensingh Sadar;Sirota;Bulbul Sanitation Center;1
kamrul;34:45,0;0;34:45,0;0;0;1;34:45,0;34:45,0;5;0;0;Yes;0;B;0;260;0;100423;Yes;100;2;21;423;100423;Chittagong;Fatickchari;Kanchon Nagor;Messers Hawlader Sanitary;1
kamruzzaman;08:01,0;0;08:01,0;0;0;1;08:01,0;08:01,0;3;3850;89,1647559;Yes;22,7802246;C;0;40;0;191473;Yes;91;2;22;473;191473;Satkhira;Tala;Dhandia;Gazi Sanitary;0
momin;23:46,0;0;23:46,0;0;0;1;23:46,0;23:46,0;12;25;91,75080045;Yes;24,81547111;B;0;220;-12;157443;No;57;2;6;443;157443;Sylhet;Bishwhanath;Bishwhanath;Maa Traders;0
harun;02:58,0;0;02:58,0;0;0;1;02:58,0;02:58,0;6;1936;90,9798843;Yes;24,0672678;B;0;180;0;196501;Yes;96;2;11;501;196501;Kishoregonj;Bhairab;Shibpur;Khaja Baba Sanitary Center;1
shahidur;16:27,0;0;16:27,0;0;0;1;16:27,0;16:27,0;0;3463;90,8913101;Yes;24,8972263;E;0;0;0;135355;No;35;1;105;355;135355;Netrakona;Barhatta;Shingdha;Shafiq Sanitary Centre;0
shahidur;13:09,0;0;13:09,0;0;0;1;13:09,0;13:09,0;0;70;90,88374506;Yes;24,89778457;E;0;0;-37;135356;No;35;1;105;356;135356;Netrakona;Barhatta;Shingdha;Bipul Sanitary Centre;0
momin;57:09,0;0;57:09,0;0;0;1;57:09,0;57:09,0;4;250;91,75094962;Yes;24,81810718;D;0;120;99;157445;No;57;2;6;445;157445;Sylhet;Bishwhanath;Dowlotpur;Shahin Sanitary Centre;0
murad;53:01,0;0;53:01,0;0;0;1;53:01,0;53:01,0;4;50;91,99906919;Yes;25,14156221;C;0;120;-76;179446;Yes;79;2;4;446;179446;Sylhet;Gowainghat;Doubari;Sahibur Sanitary;1
shariful;47:06,0;0;47:06,0;0;0;1;47:06,0;47:06,0;5;0;0;Yes;0;B;0;65;0;114160;Yes;14;1;41;160;114160;Comilla;Nangalkot;Makrobpur;Nerapod Sanitary;1
kamrul;27:37,0;0;27:37,0;0;0;1;27:37,0;27:37,0;4;0;0;Yes;0;B;0;240;0;185421;Yes;85;2;21;421;185421;Chittagong;Fatickchari;Sundorpur;Shahajalal Sanitary;1
momin;18:42,0;0;18:42,0;0;0;1;18:42,0;18:42,0;5;80;91,75086833;Yes;24,81543072;B;0;120;-1;157444;Yes;57;2;6;444;157444;Sylhet;Bishwhanath;Dowlotpur;Nobayon Senitary Mart;1
aman;53:02,0;0;53:02,0;0;0;1;53:02,0;53:02,0;7;2084;91,8059641;Yes;22,6317016;B;0;180;0;186422;Yes;86;2;21;422;186422;Chittagong;Fatickchari;Roshangiri;Messers Babar Sanitary;1
rezaul;23:22,0;0;23:22,0;0;0;1;23:22,0;23:22,0;4;0;0;Yes;0;B;0;110;0;145164;No;45;1;135;164;145164;Chandpur;Chandpur Sadar;Chandra;M/S Faruque Sanitation;0
habibur;16:34,0;0;16:34,0;0;0;1;16:34,0;16:34,0;4;3014;89,3630668;Yes;25,9166366;B;0;60;0;110348;Yes;10;1;29;348;110348;Lalmonirhat;Aditmari;Durgapur;Alauddin  Sanitation;1
motilal;15:52,0;0;15:52,0;0;0;1;15:52,0;15:52,0;5;0;0;Yes;0;C;0;240;0;181431;No;81;2;17;431;181431;Chandpur;Faridgonj;South Faridgonj;Ashaq Sanitary;0
alauddin;48:46,0;0;48:46,0;0;0;1;48:46,0;48:46,0;0;2486;92,1685572;Yes;24,8313497;E;0;0;0;115174;No;15;1;45;174;115174;Sylhet;Beanibazar;Dubag;Sapla Sadik Sanitary;0
harun;46:43,0;0;46:43,0;0;0;1;46:43,0;46:43,0;4;1931;90,9805004;Yes;24,0670334;C;0;180;0;180498;Yes;80;2;11;498;180498;Kishoregonj;Bhairab;Kalikaprosad;Bhai Bhai Traders;1
alauddin;48:45,0;0;48:45,0;0;0;1;48:45,0;48:45,0;0;2486;92,1685572;Yes;24,8313497;E;0;0;0;115171;Yes;15;1;45;171;115171;Sylhet;Beanibazar;Dubag;Josimuddin Sanitary;1
shahidul;43:48,0;0;43:48,0;0;0;1;43:48,0;43:48,0;3;30;90,88040844;Yes;24,54878845;B;0;90;-38;162490;Yes;62;2;13;490;162490;Kishoregonj;Tarail;Tarail Sachail;Maaer Dua Sanitary;1
amit;14:48,0;0;14:48,0;0;0;1;14:48,0;14:48,0;7;3906;88,841343;Yes;26,1050444;B;0;40;0;130319;Yes;30;1;88;319;130319;Panchagar;Atwari;Merjapur;Green Senitation;0
murad;51:34,0;0;51:34,0;0;0;1;51:34,0;51:34,0;0;90;92,25768931;Yes;25,0073351;E;0;0;276;179447;0;79;2;4;447;179447;Sylhet;Gowainghat;Doubari;Ali Hossain Sanitary;0
alauddin;05:45,0;0;05:45,0;0;0;1;05:45,0;05:45,0;0;2486;92,1685572;Yes;24,8313497;E;0;0;0;115179;No;15;1;45;179;115179;Sylhet;Beanibazar;Kurarbazar;Rafique Sanitary;0
rezaul;21:54,0;0;21:54,0;0;0;1;21:54,0;21:54,0;5;0;0;Yes;0;B;0;120;0;145163;Yes;45;1;135;163;145163;Chandpur;Chandpur Sadar;Chandra;Akhtar Sanitation;1
harun;48:36,0;0;48:36,0;0;0;1;48:36,0;48:36,0;5;2275;90,9792581;Yes;24,0651288;D;0;180;0;180499;No;80;2;11;499;180499;Kishoregonj;Bhairab;Kalikaprosad;Satata Traders;0
ershad;55:33,0;0;55:33,0;0;0;1;55:33,0;55:33,0;10;2777;91,6949011;Yes;24,9297464;B;0;300;0;156453;No;56;2;7;453;156453;Sunamgonj;Chhatak;Afjolabad;Majbauddin Sanitary centre;0
amit;16:51,0;0;16:51,0;0;0;1;16:51,0;16:51,0;7;1866;88,8265088;Yes;26,1047561;B;0;40;0;130318;No;30;1;88;318;130318;Panchagar;Atwari;Merjapur;Grameen Senitation Centre;1
rezaul;24:13,0;0;24:13,0;0;0;1;24:13,0;24:13,0;4;0;0;Yes;0;C;0;110;0;169429;No;69;2;17;429;169429;Chandpur;Faridgonj;Faridgonj Pourosova;Norul Islam Sanitary;0
alauddin;14:02,0;0;14:02,0;0;0;1;14:02,0;14:02,0;0;2486;92,1685572;No;24,8313497;E;0;0;0;115176;Yes;15;1;45;176;115176;Sylhet;Beanibazar;Tilpara;Foisal Traders;1
alauddin;05:44,0;0;05:44,0;0;0;1;05:44,0;05:44,0;0;2486;92,1685572;No;24,8313497;E;0;0;0;115178;Yes;15;1;45;178;115178;Sylhet;Beanibazar;Kurarbazar;Sabbir Sanitary;1
bari;48:19,0;0;48:19,0;0;0;1;48:19,0;48:19,0;25;0;0;No;0;D;0;170;0;165462;Yes;65;2;19;462;165462;Khulna;Koyra;North Bedkashi;Tamim Sanitation;1
amit;11:25,0;0;11:25,0;0;0;1;11:25,0;11:25,0;8;3504;88,4184387;Yes;26,2332175;B;0;60;0;130313;No;30;1;88;313;130313;Panchagar;Atwari;Radhanagor;Grameen Senitation Kendro;1
shahidul;48:08,0;0;48:08,0;0;0;1;48:08,0;48:08,0;2;150;90,87102216;Yes;24,54699292;D;0;90;99;155489;No;55;2;13;489;155489;Kishoregonj;Tarail;Digdair;Solaiman sanitary;0
motilal;35:17,0;0;35:17,0;0;0;1;35:17,0;35:17,0;6;0;0;Yes;0;D;0;120;0;181430;No;81;2;17;430;181430;Chandpur;Faridgonj;South Faridgonj;Amran Sanitray;0
harun;05:05,0;0;05:05,0;0;0;1;05:05,0;05:05,0;0;1909;90,9807924;Yes;24,0669476;E;0;0;0;193500;No;93;2;11;500;193500;Kishoregonj;Bhairab;Sreenagar;Anwar Sanitary Center;0
aman;16:21,0;0;16:21,0;0;0;1;16:21,0;16:21,0;8;2086;91,8059438;Yes;22,631719;B;0;240;0;189424;Yes;89;2;21;424;189424;Chittagong;Fatickchari;Dowlatpur;Karim Sanitaru;1
shahidul;01:16,0;0;01:16,0;0;0;1;01:16,0;01:16,0;2;150;90,871535;Yes;24,54685358;B;0;120;100;155488;Yes;55;2;13;488;155488;Kishoregonj;Tarail;Digdair;Maaer Dua Sanitary;1
momin;09:19,0;0;09:19,0;0;0;1;09:19,0;09:19,0;5;20;91,44436424;Yes;24,92204777;C;0;190;-86;192461;No;92;2;8;461;192461;Sunamgonj;Sunamgonj South;East Pagla;Saima Sanitation Centre;0
alauddin;24:07,0;0;24:07,0;0;0;1;24:07,0;24:07,0;8;2738;91,7621614;Yes;25,0838109;D;0;350;0;154441;No;54;2;1;441;154441;Sylhet;Companigonj;East Islampur;Balurchor Sanitary Centre;0
alauddin;24:06,0;0;24:06,0;0;0;1;24:06,0;24:06,0;12;2738;91,7621614;Yes;25,0838109;D;0;360;0;154440;No;54;2;1;440;154440;Sylhet;Companigonj;East Islampur;Dhalarpar Sanitary Center;0
momin;18:17,0;0;18:17,0;0;0;1;18:17,0;18:17,0;7;20;91,44440288;Yes;24,92217262;D;0;200;-2;192460;No;92;2;8;460;192460;Sunamgonj;Sunamgonj South;East Pagla;Ashar Alo Sanitation Centre;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;
