Barcode,Latitude/Longitude - Latitude,Latitude/Longitude - Longitude,Name of the village,HH00:Interview the HH (presence of HH members) ,HHma:Number of adult male ,HHfa:Number of adult  female ,HHmado:Number of Adloscent male ,HHfado:Number of Adloscent female ,HHmh5:Number of male children(>5yrs),HHfH5:Number of female children (>5yrs),HHml5:Number of male children(<=5yrs),HHfl5:Number of female children(<=5yrs),HHmsp:Number of male member who need assistance to access the latrine or defecate in the open ,HHfsp:Number of female member who need assistance to access the latrine or defecate in the open   ,HHsx:Sex of the interviewee,Economic status during data collection,HH01(old): Safe & Protected Main Drinking Water Source(old),HH01(new): Safe & Protected Main Drinking Water Source(new),HH02old: Drinking Water Management from Source to Cup(old),HH02new: Drinking Water Management from Source to Cup(new),HH03old: Quality of Latrine(old),HH03new: Quality of Latrine(new),HH03A:Shared latrine ,HH03B:Type of latrine ,HH3B:Type of Latrine(pls specify),HH04: Latrine use by whom,HH04A:Latrine use_All members,HH05:Latrine use when ,HH06:Hand washing provisions after defaecation ,HH07(dne):Sludge management(done),HH07(ftr):Sludge management(future),Image_water point ,Image (Latrine)
1462909233,24.9752,90.046002,Vatshala-1,yes ,1,1,0,0,2,0,1,0,0,0,male,NP,A,A,D,C,B,B,B,A,,A,yes,B,B,F,C,1412100678825.jpg,1412100731249.jpg
1462909234,24.976893,90.045149,Vatshala-1,yes ,1,1,0,0,0,0,1,0,0,0,female,NP,D,D,D,D,B,B,B,A,,B,No,B,E,F,C,1412102874539.jpg,1412103030329.jpg
1462909235,24.977821,90.046009,Vatshala-1,yes ,1,1,0,0,1,0,0,0,0,0,male,NP,D,D,D,D,E,F,,,,,,,,,,,
1462909236,24.978068,90.048152,Vatshala-1,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,C,D,D,D,B,B,B,B,,B,yes,B,C,C,,1412106099086.jpg,1412106142747.jpg
1466969825,23.064015,91.038993,Chotokegna,yes ,3,2,0,1,0,0,0,0,0,0,female,PP,B,B,A,A,C,C,A,A,,B,yes,B,D,C,,1412135167732.jpg,1412135184587.jpg
1466969815,23.064015,91.038993,Chotokegna,yes ,1,1,1,1,0,0,0,0,0,0,female,UP,A,A,A,A,B,A,A,A,,B,yes,B,C,C,,1412136701332.jpg,1412136517731.jpg
1466969836,23.064015,91.038993,Chotokegna,yes ,1,1,1,1,0,0,0,0,0,0,male,NP,A,A,A,A,D,D,A,A,,B,yes,B,D,C,,1412138148811.jpg,1412137939412.jpg
2525761115,24.873803,92.421488,Brammongram,yes ,1,1,1,0,1,2,0,1,0,0,female,UP,A,A,D,C,C,C,A,B,,B,No,A,D,F,C,1412051584871.jpg,1412051558244.jpg
2525761134,24.883719,92.413258,Brammongram,yes ,1,1,0,3,1,0,0,0,0,0,female,NP,B,B,D,C,B,A,A,A,,B,yes,A,C,F,C,1412055178616.jpg,1412054354752.jpg
1466969816,23.064015,91.038993,Chotokegna,yes ,1,1,0,0,2,0,0,1,0,0,female,UP,A,A,D,C,D,E,A,A,,B,No,B,E,C,,1412138960749.jpg,1412138690550.jpg
2521408414,24.942431,90.611014,shikhpara porchimpara,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521408415,24.893047,90.585344,shikpara porchim para,yes ,1,1,0,0,0,0,0,0,0,0,male,UP,D,D,D,D,C,C,A,B,,A,yes,B,E,F,C,1412141366092.jpg,1412141376071.jpg
2521408421,24.886011,90.581532,shikhpara porchimpara,yes ,2,1,0,1,0,0,0,0,0,0,female,PP,D,D,D,D,D,E,A,D,outlate open,C,No,C,E,D,,1412140121450.jpg,1412164651153.jpg
2521408422,24.88205,90.588106,shikhpars porchim para,yes ,1,1,2,0,2,0,0,1,0,0,female,PP,D,D,D,D,D,D,A,A,,D,No,B,E,F,C,1412058302682.jpg,1412058312887.jpg
2521408423,24.863513,90.579006,shikhpara porchim para,yes ,2,1,1,1,1,1,0,0,0,0,female,PP,D,D,D,D,E,E,A,D,open latrine without slub,D,No,D,E,D,,1412061515418.jpg,1412061533033.jpg
2521408424,24.893047,90.585344,shikhpara porchim para,yes ,1,1,0,0,0,0,0,1,0,0,female,PP,C,D,D,D,D,E,B,D,cc pan& 0utlate open,B,No,B,E,D,,1412143717476.jpg,1412143728644.jpg
2521408425,24.893047,90.585344,shikhpara porchimpara,yes ,2,2,0,0,0,1,0,0,0,0,female,PP,B,B,B,B,C,C,A,A,,B,yes,B,D,F,C,1412149959340.jpg,1412149940314.jpg
2508374814,22.547519,89.485243,kamarkhola,yes ,2,2,1,1,0,0,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,B,1412137652831.jpg,1412137743702.jpg
2508374815,22.546021,89.483541,kamarkhola,yes ,2,1,1,0,0,0,0,0,0,0,female,UP,E,E,E,E,E,F,,,,,,,,,,,
2508374816,22.546842,89.48129,kamarkhola,yes ,2,2,1,0,0,0,0,0,0,0,female,UP,E,E,E,E,E,F,,,,,,,,,,,
2521408426,24.893047,90.585344,shikhpara porchim para,yes ,1,1,0,0,0,0,0,0,0,0,male,PP,D,D,D,D,D,E,C,D,Ring broken outlate open & no saifon,D,No,D,E,D,,1412151975656.jpg,1412151986488.jpg
2508374822,22.547485,89.485331,kamarkhola,yes ,1,1,0,0,0,1,0,1,0,0,female,PP,E,E,E,E,A,A,A,B,,A,yes,A,C,F,C,1412136488459.jpg,1412136566812.jpg
2508374823,22.54624,89.48226,kamarkhola,yes ,1,1,0,0,1,0,0,0,0,0,female,PP,E,E,E,E,E,F,,,,,,,,,,,
2525462521,24.968785,92.405047,Dorgabaharpur,yes ,2,1,0,0,0,0,0,0,0,0,female,PP,E,E,E,E,D,E,A,A,,B,yes,A,E,D,,1411886070473.jpg,1411886151753.jpg
2525462533,24.968591,92.393439,Dorgabaharpur,yes ,1,1,1,1,0,0,0,0,0,0,female,NP,E,E,E,E,B,A,A,C,,B,yes,A,D,F,D,1411887076360.jpg,1411887045290.jpg
2508374824,22.553597,89.478894,kamarkhola,yes ,3,2,0,0,0,0,0,1,0,0,female,PP,E,E,E,E,C,C,A,A,,A,yes,C,C,D,,1412149788762.jpg,1412149846831.jpg
2508374825,22.558268,89.479864,kamarkhola,yes ,2,3,1,0,0,0,0,0,0,0,male,PP,E,E,E,E,B,A,A,A,,A,yes,A,C,F,C,1412152025957.jpg,1412152139257.jpg
2525462524,24.968397,92.381831,Dorgabaharpur,yes ,1,2,0,0,0,0,2,0,0,0,male,PP,C,D,C,D,D,E,B,A,,B,No,A,E,D,,1411887934137.jpg,1411887845371.jpg
2508374826,22.545773,89.483013,kamarkhola,yes ,2,2,0,1,1,0,0,0,0,0,female,PP,E,E,E,E,E,F,,,,,,,,,,,
2508374833,22.547139,89.485051,kamarkhola,yes ,1,1,1,0,1,0,0,0,0,0,female,PP,E,E,E,E,E,F,,,,,,,,,,,
2508374834,22.546089,89.484074,kamarkhoka,yes ,2,2,1,0,0,0,0,0,0,0,female,NP,E,E,E,E,C,E,A,A,,B,yes,C,C,F,D,1412139825626.jpg,1412139967603.jpg
2525462536,24.96979,92.403557,Dorgabaharpur,yes ,1,2,0,1,2,1,3,0,0,0,male,NP,E,E,E,E,D,E,A,A,,B,No,A,E,D,,1411898948702.jpg,1411898909653.jpg
2508374835,22.546152,89.481838,kamarkhola,yes ,1,1,1,0,0,0,0,0,0,0,female,NP,E,E,E,E,B,A,A,B,,B,,A,C,F,C,1412142992845.jpg,1412143047525.jpg
2525462532,24.968785,92.405047,Dorgabaharpur,yes ,1,1,2,1,1,1,1,0,0,0,female,NP,C,D,C,D,C,C,A,A,,B,No,A,D,F,D,1411899297300.jpg,1411899428465.jpg
2508374836,22.547968,89.481853,kamarkhola,yes ,3,1,0,1,0,0,0,0,0,0,male,NP,E,E,E,E,B,A,A,C,,B,yes,A,C,F,C,1412147006130.jpg,1412147075528.jpg
2525462525,24.956382,92.380403,Dorgabaharpur,yes ,2,2,0,0,0,0,0,0,0,0,male,PP,E,E,E,E,D,D,C,A,,B,yes,A,E,F,D,1411900529254.jpg,1411901141542.jpg
2525462534,24.968397,92.381831,Dorgabaharpur,yes ,1,1,0,0,1,1,1,1,0,0,female,NP,E,E,E,E,C,C,A,A,,B,No,A,E,F,D,1412164443855.jpg,1412164478605.jpg
2525462511,24.956382,92.380403,Dorgabaharpur,yes ,1,1,0,0,0,0,1,1,0,0,female,UP,E,E,E,E,D,E,A,A,,B,No,A,E,F,D,1412164329150.jpg,1412164355286.jpg
2525462512,24.956055,92.419013,Dorgabaharpur,yes ,4,1,0,0,0,0,0,0,0,0,male,UP,E,E,E,E,E,F,,,,,,,,,,,
2525462522,24.956055,92.419013,Dorgabaharpur,yes ,1,1,0,0,1,0,0,0,0,0,female,PP,A,A,C,C,E,F,,,,,,,,,,,
2525462514,24.956055,92.419013,Dorgabaharpur,yes ,1,1,1,1,1,0,0,1,0,0,female,UP,E,E,E,E,E,F,,,,,,,,,,,
2520123614,22.55831,89.287313,Gojalia-3,yes ,1,2,0,1,0,0,0,0,0,0,female,UP,E,E,E,E,B,A,B,C,,B,yes,A,C,F,C,1412145546540.jpg,1412144497283.jpg
2520123634,22.537255,89.290092,Gojalia-3,yes ,2,2,1,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,A,B,F,C,1412143060785.jpg,1412143007635.jpg
2520123633,22.537505,89.289574,Gojalia-3,yes ,1,1,1,0,0,1,0,0,0,0,female,NP,D,D,D,D,B,E,B,C,,B,yes,A,C,C,,1412141396499.jpg,1412141324693.jpg
2520123632,22.55831,89.287313,Gojalia-3,yes ,2,1,0,0,0,0,0,0,0,0,female,NP,D,D,D,D,B,A,A,C,,B,yes,A,C,F,C,1412140233746.jpg,1412140342216.jpg
2520123635,22.55831,89.287313,Gojalia-3,yes ,3,2,0,0,0,0,1,0,0,0,female,NP,D,D,D,D,B,A,A,C,,A,yes,A,B,F,C,1412139811995.jpg,1412139313224.jpg
2521408431,24.863513,90.579006,shikhpara porchim para,yes ,1,2,1,1,0,0,1,0,0,0,male,NP,A,A,D,C,D,E,A,D,outlate open,D,No,B,E,D,,1412137790302.jpg,1412137891639.jpg
2521408432,24.893047,90.585344,shikhpara porchim para,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,C,D,D,D,D,E,A,D,Broken of ring& outlate is open,B,yes,B,E,D,,1412142268157.jpg,1412142276569.jpg
2521408434,24.893047,90.585344,shikhpara porchim para,yes ,3,3,0,0,1,0,1,0,0,0,male,NP,C,D,D,D,D,D,C,D,no saifun& ring broken,B,No,B,E,F,C,1412145688826.jpg,1412145700792.jpg
2521408433,24.893047,90.585344,shikhpara porchim para,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,D,D,D,D,C,E,B,D,outlate open,B,yes,B,E,D,,1412146962502.jpg,1412146992832.jpg
2521408435,24.893047,90.585344,shikhpara porchim para,yes ,2,3,0,0,1,1,1,0,0,0,female,NP,D,C,D,C,D,D,A,A,,B,No,B,D,C,,1412149086165.jpg,1412149133189.jpg
2521408436,24.893047,90.585344,shikhpara porchimpara,yes ,1,1,1,1,1,1,0,0,0,0,female,NP,D,D,D,D,E,E,A,D,open latrine,E,No,E,E,E,,1412153432210.jpg,1412153455208.jpg
2521024416,24.950727,90.560707,Jatiyabor-1,yes ,1,1,0,0,1,0,0,0,0,0,male,UP,B,B,D,C,E,F,,,,,,,,,,,
1462909225,24.977903,90.051251,Vatshala-1,yes ,1,2,0,0,1,0,0,1,0,0,male,PP,D,D,C,D,B,A,A,A,,A,yes,B,C,F,A,1412177866814.jpg,1412177896580.jpg
1462909226,24.977215,90.047369,Vatshala-1,yes ,1,2,0,0,0,1,2,0,0,0,female,UP,D,D,C,D,A,B,A,B,,B,No,B,C,F,C,1412181575689.jpg,1412181611623.jpg
2521024426,24.950727,90.560707,Jatiyabor-1,yes ,1,1,1,0,0,0,0,0,0,0,male,PP,B,B,D,C,E,F,,,,,,,,,,,
2521299811,25.017006,90.496484,Vikuniya-1,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,B,B,D,C,A,A,A,B,,B,yes,B,D,F,C,1412224513184.jpg,1412224199766.jpg
2521024436,24.950727,90.560707,Jatiyabor-1,yes ,3,3,1,0,1,0,2,0,0,0,female,NP,D,D,D,D,C,C,A,A,,B,No,B,E,C,,1412159851045.jpg,1412159913732.jpg
1453788125,25.227407,89.141667,sonapara,yes ,2,1,0,0,1,0,0,0,0,0,male,NP,A,A,A,A,B,A,B,C,,B,yes,A,C,F,C,1412222905316.jpg,1412222922735.jpg
1453788124,25.23141,89.122011,sonapara,yes ,1,2,0,0,0,2,0,0,0,0,male,PP,B,B,D,C,B,A,A,A,,B,yes,A,D,F,C,1412223490100.jpg,1412223499835.jpg
1453788121,25.23141,89.122011,sonapara,yes ,1,1,0,1,0,1,0,0,0,0,female,PP,B,B,A,A,A,A,A,A,,B,yes,A,D,F,C,1412224568528.jpg,1412224582614.jpg
2521024423,24.950727,90.560707,Jatiyabor-1,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,D,D,D,D,E,F,,,,,,,,,,,
2521024431,24.950727,90.560707,Jatiyabor-1,yes ,2,2,0,0,1,0,0,0,0,0,female,NP,A,A,D,C,C,C,A,A,,B,yes,B,E,C,,1412072209898.jpg,1412072186722.jpg
2521024413,24.950727,90.560707,Jatiyabor-1,yes ,0,1,1,0,0,0,0,0,0,0,female,UP,D,D,D,D,A,A,A,B,,B,yes,B,C,F,C,1412069560976.jpg,1412069388448.jpg
2521024412,24.950727,90.560707,Jatiyabor-1,yes ,1,1,0,0,1,1,0,1,0,0,female,UP,B,B,D,C,D,D,C,A,,A,yes,B,D,F,C,1412056717834.jpg,1412056735236.jpg
1453788122,25.23141,89.122011,sonapara,yes ,1,1,0,0,1,0,0,0,0,0,male,PP,D,D,D,C,E,E,C,A,,B,yes,A,D,D,,1412227266544.jpg,1412227242911.jpg
1462909223,24.971758,90.026676,vatshala,yes ,1,1,0,0,1,0,1,0,0,0,male,PP,D,D,D,D,A,A,A,B,,A,yes,B,C,F,C,1412220407589.jpg,1412220431726.jpg
1462909224,24.977804,90.051003,vatshala,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,D,D,D,D,B,A,C,A,,B,yes,B,C,C,,1412221491629.jpg,1412221593157.jpg
1453808224,25.167008,89.140695,Purbokrishnapur,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,D,C,A,A,C,C,B,A,,B,yes,A,E,F,C,1412223600511.jpg,1412223856042.jpg
1453808226,25.167008,89.140695,Purbokrishnapur,yes ,3,2,0,0,0,0,0,0,0,0,female,PP,C,D,D,D,E,F,,,,,,,,,,,
1453808223,25.167008,89.140695,Purbokrisnapur,yes ,2,1,0,1,0,0,0,0,0,0,female,PP,B,B,D,C,B,A,A,C,,B,yes,A,C,F,C,1412226429941.jpg,1412226462101.jpg
1453808225,25.167008,89.140695,Purbokrishnapur,yes ,1,1,0,1,1,0,0,0,0,0,female,PP,A,A,D,D,D,E,A,A,,A,yes,A,E,D,,1412227416296.jpg,1412227500902.jpg
1453808221,25.167008,89.140695,Purbokrishnapur,yes ,2,1,0,0,0,0,0,0,0,0,female,PP,C,D,D,D,D,D,B,A,,B,yes,A,E,C,,1412228445073.jpg,1412228489567.jpg
2521299812,24.998942,90.51656,Vikuniya-1,yes ,1,1,0,1,1,1,0,0,0,0,female,PP,B,B,D,C,D,D,A,A,,B,yes,B,D,F,C,1412244352811.jpg,1412243891334.jpg
2521299821,25.017006,90.496484,Vikuniya-1,yes ,1,1,0,0,1,1,1,1,0,0,female,PP,B,B,D,C,C,C,B,A,,B,No,B,E,C,,1412225597010.jpg,1412225471367.jpg
2521024421,24.950727,90.560707,Jatiyabor-1,yes ,0,2,0,0,1,0,0,1,0,0,female,UP,D,D,D,D,C,C,A,A,,C,No,B,E,C,,1412246029139.jpg,1412071545591.jpg
2521299813,24.980879,90.536636,Vikuniya-1,yes ,1,1,0,0,1,0,0,0,0,0,female,UP,B,B,A,A,A,A,A,B,,B,yes,B,D,F,C,1412245585114.jpg,1412246481514.jpg
2521024414,24.950727,90.560707,Jatiyabor-1,yes ,1,2,0,0,1,1,1,0,0,0,female,UP,C,D,D,D,E,E,A,A,,B,No,B,E,D,,1412070736954.jpg,1412070761861.jpg
2521299832,24.980879,90.536636,Bikuniya-1,yes ,1,2,0,0,1,0,0,0,0,0,female,NP,C,D,D,D,C,C,A,A,,B,yes,B,D,C,,1412247382679.jpg,1412247094641.jpg
2521299831,24.952738,90.589131,Bikuniya-1,yes ,3,2,0,0,2,0,0,1,0,0,male,NP,C,D,D,D,C,C,A,A,,A,yes,B,E,C,,1412248518144.jpg,1412248480119.jpg
2521299814,24.991409,90.565068,Vikuniya-1,yes ,2,2,0,0,0,0,1,0,0,0,male,UP,C,D,D,D,A,A,A,B,,A,yes,B,E,F,C,1412398357529.jpg,1412398282993.jpg
2521299822,24.986144,90.550852,Vikuniya-1,yes ,1,2,0,0,2,0,0,0,0,0,female,PP,B,B,A,A,D,D,A,A,,B,yes,B,E,C,,1412399869482.jpg,1412399690000.jpg
2521024231,24.952738,90.589131,Jagir,yes ,1,2,0,1,0,1,0,0,0,0,female,NP,A,A,D,C,C,C,C,A,,B,yes,B,D,D,,1412751659833.jpg,1412751605769.jpg
2521024211,25.00089,90.641618,Jagir,yes ,0,1,0,1,1,1,0,0,0,0,female,UP,A,A,D,C,E,F,,,,,,,,,,,
2521024212,25.00089,90.641618,Jagir,yes ,1,1,0,0,2,0,1,1,0,0,female,UP,C,D,D,D,A,A,A,B,,B,No,B,E,F,C,1412754729061.jpg,1412754595141.jpg
2521024221,25.00089,90.641618,Jagir,yes ,2,3,2,0,0,0,1,1,0,0,female,PP,C,D,D,D,B,B,A,A,,A,yes,B,D,D,,1412756164680.jpg,1412756016559.jpg
2521024222,24.95276,90.589035,Jagir,yes ,1,2,1,0,1,0,0,0,0,0,female,PP,C,D,D,D,B,A,B,A,,B,yes,B,C,F,C,1412756796085.jpg,1412756812335.jpg
2521299823,24.991409,90.565068,Vikuniya-1,yes ,0,3,0,0,1,0,0,1,0,0,female,PP,A,A,D,C,C,C,A,A,,C,No,B,E,C,,1412401317980.jpg,1412401284581.jpg
2521299815,24.991253,90.562853,Bikuniya-1,yes ,1,1,1,1,1,0,0,0,0,0,female,UP,C,D,D,D,E,F,,,,,,,,,,,
2521299833,24.980879,90.536636,Bikuniya-1,yes ,2,1,0,0,0,0,0,0,0,0,female,NP,A,A,D,C,C,C,C,A,,B,yes,B,E,C,,1412404539504.jpg,1412404444641.jpg
2521299816,24.991409,90.565068,Bikuniya-1,yes ,3,3,0,0,0,0,0,2,0,0,male,UP,D,D,D,D,A,A,A,B,,B,No,B,E,F,C,1412405417327.jpg,1412405707332.jpg
2521299824,24.980879,90.536636,Bikuniya-1,yes ,2,2,0,0,1,0,1,0,0,0,male,PP,D,C,D,C,B,B,A,A,,B,No,B,D,C,,1412406776070.jpg,1412406827604.jpg
2521299835,24.980879,90.536636,Bikuniya-1,yes ,1,1,0,0,0,0,1,1,0,0,female,NP,C,D,D,D,D,D,C,A,,B,No,B,E,D,,1412409505550.jpg,1412409482563.jpg
2521024425,24.950727,90.560707,Jatiyabor-1,yes ,2,1,0,0,0,0,1,1,0,0,female,PP,D,D,D,D,D,D,A,D,Excreta-outside,B,No,B,E,D,,1412158151859.jpg,1413087396741.jpg
2521299825,24.991409,90.565068,Bikuniya-1,yes ,2,1,0,0,0,1,1,0,0,0,female,PP,B,B,D,C,E,E,A,D,Excreta-outside,B,No,B,E,D,,1412407724108.jpg,1412407523496.jpg
2521299834,24.980879,90.536636,Bikuniya-1,yes ,2,1,0,0,0,0,0,0,0,0,male,NP,D,D,D,D,E,E,C,D,Excreta-outside,B,yes,B,E,D,,1412409078279.jpg,1412409001097.jpg
2521299836,24.980879,90.536636,Bikuniya-1,yes ,1,1,0,1,1,0,2,0,0,0,female,NP,A,A,D,C,E,E,A,D,Excreta-outside,A,yes,B,E,D,,1412411276556.jpg,1412411233819.jpg
1465949621,23.75424,90.14796,Uttar charigram,yes ,1,1,0,1,0,0,1,0,0,0,male,PP,C,D,D,D,D,D,A,A,,A,yes,B,D,F,C,1413099904509.jpg,1413099931472.jpg
1465949631,23.765857,90.133273,Uttor charigram,yes ,1,1,0,0,1,0,0,1,0,0,female,NP,B,B,D,C,C,C,A,A,,A,yes,B,B,F,C,1413101572595.jpg,1413101606258.jpg
1465949611,23.762969,90.136297,Uttor charigram,yes ,1,1,0,0,0,1,0,0,0,0,female,NP,B,B,A,A,B,A,A,A,,A,yes,B,A,F,C,1413103051075.jpg,1413103097884.jpg
1465949612,23.762969,90.136297,Uttor charigram,yes ,2,1,0,0,0,1,0,0,0,0,female,UP,A,A,D,C,C,C,B,B,,B,yes,B,D,C,,1413109281534.jpg,1413109166322.jpg
1465949613,23.762969,90.136297,Uttor charigram,yes ,1,1,2,0,1,0,0,0,0,0,female,UP,B,B,D,C,C,C,B,A,,A,yes,B,B,F,C,1413110452035.jpg,1413110484066.jpg
1465949622,23.765327,90.131829,Uttor charigram,yes ,2,1,1,0,0,0,0,0,0,0,male,NP,B,B,D,C,C,C,A,C,,B,yes,B,A,F,C,1413111850526.jpg,1413111878119.jpg
2521339611,24.983421,90.638542,Uttorbarha,yes ,1,1,0,0,0,0,1,0,0,0,female,UP,A,A,A,A,A,A,A,B,,A,yes,B,E,F,C,1413112179087.jpg,1413111041460.jpg
1465949632,23.762969,90.136297,Uttor charigram,yes ,1,1,0,0,0,2,1,0,0,0,female,NP,B,B,A,A,C,C,A,C,,A,yes,A,A,F,C,1413113062821.jpg,1413113014853.jpg
1465949623,23.768826,90.126893,Charigram,yes ,1,1,1,0,0,1,0,0,0,0,female,PP,C,D,D,D,C,C,C,A,,A,yes,B,D,C,,1413114231222.jpg,1413114290182.jpg
2521024232,24.948384,90.567309,Jagir,yes ,3,1,1,0,0,1,0,0,0,0,female,NP,D,D,D,D,E,E,A,D,Excreta-outside,B,yes,B,E,D,,1413170040232.jpg,1413169991451.jpg
2521024223,25.00089,90.641618,Jagir,yes ,2,1,1,0,2,0,1,1,0,0,male,PP,C,D,D,D,C,C,A,A,,B,No,B,E,C,,1413171549323.jpg,1413171874103.jpg
2504280313,24.091858,90.943883,Banchgari,yes ,1,1,0,1,1,0,0,1,0,0,female,PP,B,B,A,A,C,C,B,B,,A,yes,B,C,C,,1413173177877.jpg,1413173228271.jpg
2504367322,24.07812,90.952875,Poltakanda,yes ,2,2,1,1,0,1,0,2,0,0,female,UP,D,D,D,D,E,E,A,A,,B,No,B,D,D,,1413173340660.jpg,1413173368961.jpg
2521024233,24.95276,90.589035,Jagir,yes ,1,2,0,0,0,1,1,0,0,0,female,NP,C,D,D,D,C,C,A,A,,A,yes,B,E,F,C,1413173475122.jpg,1413173503123.jpg
2508570526,22.582849,89.502821,baroikhali,yes ,1,2,0,1,0,0,0,0,0,0,female,PP,E,E,E,E,B,A,A,A,,B,yes,A,C,C,,1413173501143.jpg,1413173549615.jpg
1465949614,23.760307,90.134246,Uttor charigram,yes ,1,1,0,0,1,0,0,0,0,0,female,UP,A,A,A,A,B,B,B,A,,A,yes,B,D,C,,1413174139796.jpg,1413173955875.jpg
2521024213,24.95276,90.589035,Jagir,yes ,1,2,1,0,2,0,0,0,0,0,female,UP,C,D,D,D,E,F,,,,,,,,,,,
2504280321,24.091858,90.943883,Banchgari,yes ,2,2,1,1,0,0,0,1,0,0,female,UP,D,D,D,D,D,E,A,D,Exreta  out  side,B,No,B,E,E,,1413174972074.jpg,1413175014056.jpg
2521339612,24.998362,90.610633,Uttor-barha,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,A,A,D,C,B,B,A,A,,B,yes,B,E,C,,1413112066244.jpg,1413112609987.jpg
2504367311,24.07812,90.952875,Poltakanda,yes ,1,1,2,0,0,1,0,1,0,0,female,UP,D,D,D,D,E,E,A,B,,B,No,B,C,D,,1413174946291.jpg,1413174989104.jpg
2508570536,22.58822,89.49857,baroikhali,yes ,2,1,0,0,0,0,0,0,0,0,male,NP,E,E,E,E,B,A,A,A,,B,yes,A,C,F,C,1413175121726.jpg,1413175024063.jpg
1465949615,23.768826,90.126893,Uttor charigram,yes ,0,1,0,1,0,0,0,0,0,0,female,UP,D,D,D,D,D,D,A,A,,B,yes,B,C,C,,1413176104492.jpg,1413176137572.jpg
2504280333,24.091999,90.943707,Banchgari,yes ,1,2,1,0,1,0,1,0,0,0,female,UP,D,D,C,D,D,D,C,A,,A,yes,B,D,D,,1413177046353.jpg,1413177076504.jpg
1465949633,23.764172,90.12842,Uttor charigran,yes ,3,2,0,0,1,0,0,0,0,0,male,NP,A,A,D,C,B,A,A,A,,A,yes,E,B,C,,1413177082382.jpg,1413177118712.jpg
1465949624,23.768826,90.126893,Uttor charigram,yes ,2,3,0,1,0,0,0,0,0,0,female,PP,C,D,C,D,D,D,A,A,,B,yes,B,D,C,,1413178209713.jpg,1413178253517.jpg
2504367323,24.086077,90.945432,Poltakandi,yes ,2,2,1,0,0,0,0,1,0,0,female,PP,B,B,D,C,C,E,A,D,Open canel with pipe,B,No,B,D,D,,1413178229510.jpg,1413178263383.jpg
2504280322,24.096221,90.975747,Banchgari,yes ,0,1,2,0,0,1,0,0,0,0,female,PP,D,D,C,D,D,D,C,A,,B,yes,B,D,B,,1413178664645.jpg,1413178705064.jpg
2508570516,22.617444,89.51888,baroikhali,yes ,1,1,0,0,0,0,1,0,0,0,female,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,A,1413178996565.jpg,1413179103754.jpg
2508570525,22.590735,89.495832,baroikhali,yes ,1,2,1,0,0,0,0,0,0,0,male,PP,E,E,E,E,B,A,A,A,,B,yes,A,C,B,,1413177002124.jpg,1413177085371.jpg
2508570535,22.589996,89.495651,baroikhali,yes ,2,2,0,0,1,0,0,0,0,0,female,PP,E,E,E,E,B,A,A,A,,B,yes,A,C,F,C,1413178158907.jpg,1413178333813.jpg
1465949616,23.760344,90.13413,Uttor charigram,yes ,0,2,0,2,1,0,0,0,0,0,female,UP,C,D,D,D,C,C,A,A,,B,yes,B,B,C,,1413180381220.jpg,1413180410333.jpg
2504367332,24.07812,90.952875,Ppltaksndn,yes ,1,1,1,2,0,1,1,0,0,0,female,PP,D,D,D,D,D,E,A,A,,D,No,C,D,D,,1413180095202.jpg,1413180137092.jpg
1465949625,23.768826,90.126893,Uttor charigran,yes ,2,3,0,0,0,0,2,0,0,0,female,PP,B,B,D,C,C,C,A,A,,A,yes,B,B,F,C,1413181492322.jpg,1413181521874.jpg
1465949626,23.760344,90.13413,Uttor  charigram,yes ,1,3,0,0,0,1,1,0,0,0,female,PP,A,A,D,C,B,A,A,A,,A,yes,B,B,C,,1413182395361.jpg,1413182421491.jpg
2508570534,22.590821,89.495914,baroikhali,yes ,2,2,0,0,1,0,0,0,0,0,female,NP,E,E,E,E,B,A,A,A,,A,yes,A,C,A,,1413176464969.jpg,1413176518551.jpg
1465949634,23.760344,90.13413,Uttor  charigran,yes ,3,1,0,0,0,0,0,0,0,0,male,NP,C,D,C,D,C,C,C,A,,B,yes,A,A,C,,1413183819687.jpg,1413183853869.jpg
1465949635,23.76164,90.135123,Uttor charigram,yes ,1,2,1,0,0,1,0,0,0,0,female,NP,A,A,D,C,C,C,A,A,,B,yes,A,A,C,,1413185503173.jpg,1413185469178.jpg
1465949636,23.760344,90.13413,Charigram,yes ,2,1,1,0,0,0,0,0,0,0,female,NP,C,D,C,D,B,A,A,A,,B,yes,A,A,F,C,1413186411928.jpg,1413186362807.jpg
1452778021,24.381275,90.721086,kodalia,yes ,1,2,1,1,1,0,0,0,0,0,female,PP,A,A,D,C,E,E,C,A,,B,yes,B,E,D,,1413182045332.jpg,1413179673501.jpg
