"_URI","_CREATOR_URI_USER","_CREATION_DATE","_LAST_UPDATE_URI_USER","_LAST_UPDATE_DATE","_MODEL_VERSION","_UI_VERSION","_IS_COMPLETE","_SUBMISSION_DATE","_MARKED_AS_COMPLETE_DATE","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_DONE","RVHC_LATRINE_USE_BY_WHOM","RVHC_HH_DATE","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_DONE_OUPUT","RVHC_HOUSEHOLD_LOCATION_LNG","RVHC_SHARED_LATRINE","RVHC_NO_OF_PEOPLE_WITH_DIFFICULTIES","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_TENAGE","RVHC_HOUSEHOLD_LOCATION_LAT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_ADULT","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_FUTURE_OUPUT","RVHC_NAME_OF_VILLAGE","RVHC_HOUSEHOLD_LOCATION_ALT","META_INSTANCE_ID","RVHC_LATRINE_USE_WHEN","RVHC_HOUSEHOLD_BARCODE","RVHC_SOURCE_TO_DRINK_WATER_MANAGEMENT_OUPUT","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_FUTURE","RVHC_SOURCE_TO_DRINK_WATER_MANAGEMENT","RVHC_TYPE_OF_LATRINE_OTHER","RVHC_TYPE_OF_LATRINE","RVHC_SECTION1_RVHC_SURVEYER_GENDER","RVHC_SAFE_AND_STORED_WATER_SOURCE","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_TENAGE","RVHC_HOUSEHOLD_LOCATION_ACC","RVHC_SANITARY_HYGENIC_HH_LATRINE_OUPUT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_ADULT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_CHILD","RVHC_SANITARY_HYGENIC_HH_LATRINE","RVHC_SAFE_AND_STORED_WATER_SOURCE_OUPUT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_CHILD","RVHC_SITUATION_OF_HH_ON_SURVEY","RVHC_DIARRHOE","RVHC_HANDWASHING_PROVISION_AFTER_DEFECTION"
"uuid:399ee5e9-00a8-4d96-8cd2-6b6c1b8933c0","uid:halim|2013-12-18T23:05:17.071+0000","2014-01-02 05:33:59","","2014-01-02 05:33:59",,,"1","2014-01-02 05:33:59","2014-01-02 05:33:59","D","B","2014-01-02 00:00:00","",89.9570555000,"B","0",0,24.6960458000,1,"","Pankata",0.0000000000,"uuid:399ee5e9-00a8-4d96-8cd2-6b6c1b8933c0","B","32487122","","","D","","A","Female","D",0,3126.0000000000,"",1,1,"4","",0,"pp","","E"
"uuid:e15b7a65-2949-4375-9fb9-aea1df70353b","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2014-01-02 05:41:31","","2014-01-02 05:41:31",,,"1","2014-01-02 05:41:31","2014-01-02 05:41:31","F","B","2014-01-02 00:00:00","",89.4242328000,"A","0",0,23.0051305000,1,"","Bivagdi",0.0000000000,"uuid:e15b7a65-2949-4375-9fb9-aea1df70353b","A","32216217","","C","A","","A","Female","A",2,4138.0000000000,"",1,0,"4","",0,"up","","C"
"uuid:18c7343c-8e8c-4605-9f78-83e38d2b37cf","uid:hafizur|2013-12-18T22:34:56.018+0000","2014-01-02 05:46:03","","2014-01-02 05:46:03",,,"1","2014-01-02 05:46:03","2014-01-02 05:46:03","C","B","2014-01-02 00:00:00","",90.2095762000,"B","0",2,23.0674343000,1,"","west bangram",0.0000000000,"uuid:18c7343c-8e8c-4605-9f78-83e38d2b37cf","B","32306625","","","A","","A","Female","A",2,3738.0000000000,"",0,1,"4","",1,"pp","","E"
"uuid:e889251d-515a-4aef-81c5-f12051da5cd0","uid:motilal|2013-12-18T22:35:04.423+0000","2014-01-02 05:52:07","","2014-01-02 05:52:07",,,"1","2014-01-02 05:52:07","2014-01-02 05:52:07","F","B","2014-01-02 00:00:00","",91.6565966141,"A","0",0,22.6342724952,1,"","Middle mohadevpur",-1.0000000000,"uuid:e889251d-515a-4aef-81c5-f12051da5cd0","A","31141112","","C","C","","A","Male","A",0,80.0000000000,"",1,3,"4","",1,"up","","D"
"uuid:559daa1a-2e6b-425d-806a-166fabeb0524","uid:nimai|2013-12-18T23:09:28.390+0000","2014-01-02 05:56:19","","2014-01-02 05:56:19",,,"1","2014-01-02 05:56:19","2014-01-02 05:56:19","C","A","2014-01-02 00:00:00","",88.7902998000,"B","0",0,24.2071093000,1,"","Monigram",0.0000000000,"uuid:559daa1a-2e6b-425d-806a-166fabeb0524","B","31723324","","","D","","A","Female","D",0,3073.0000000000,"",1,1,"5","",0,"pp","","E"
"uuid:b963d053-cf22-41e4-b991-dbd73395cd4d","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 05:58:38","","2014-01-02 05:58:38",,,"1","2014-01-02 05:58:38","2014-01-02 05:58:38","C","C","2014-01-02 00:00:00","",92.0764801802,"B","0",2,21.7714384310,1,"","Halkakra(molobirchara)",-43.0000000000,"uuid:b963d053-cf22-41e4-b991-dbd73395cd4d","C","31191317","","","D","","A","Female","D",,15.0000000000,"",,,"4","",2,"up","","D"
"uuid:22a8cdc0-c045-4c86-bde6-ecd1018ded62","uid:shahjahan|2013-12-18T22:34:46.954+0000","2014-01-02 06:00:36","","2014-01-02 06:00:36",,,"1","2014-01-02 06:00:36","2014-01-02 06:00:36","A","B","2014-01-02 00:00:00","",90.4241390000,"A","0",0,22.5022135000,3,"","Bagdia",0.0000000000,"uuid:22a8cdc0-c045-4c86-bde6-ecd1018ded62","A","32034932","","","A","","A","Female","A",1,3257.0000000000,"",1,0,"1","",0,"np","","B"
"uuid:1cc0df3b-934d-4c00-a95e-18f90559270e","uid:jahurul|2013-12-18T22:34:46.944+0000","2014-01-02 06:01:17","uid:jahurul|2013-12-18T22:34:46.944+0000","2014-01-02 06:18:50",,,"1","2014-01-02 06:01:17","2014-01-02 06:18:50","F","B","2014-01-02 00:00:00","",89.9613083000,"A","0",0,24.6768170000,1,"","pankata(pourosova)",0.0000000000,"uuid:1cc0df3b-934d-4c00-a95e-18f90559270e","B","32487111","","C","D","","A","Female","D",0,4049.0000000000,"",1,0,"4","",1,"up","","D"
"uuid:08fbdc1a-07e4-44f8-a8b4-9d3193ffd00b","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 06:01:28","","2014-01-02 06:01:28",,,"1","2014-01-02 06:01:28","2014-01-02 06:01:28","D","C","2014-01-02 00:00:00","",92.0778957000,"A","0",1,21.7780038000,2,"","Halkakra(molobirchar)",0.0000000000,"uuid:08fbdc1a-07e4-44f8-a8b4-9d3193ffd00b","C","31191311","","","B","","A","Female","A",1,3558.0000000000,"",1,,"5","",,"up","","D"
"uuid:65cb5975-94d3-4a63-af0c-d33316c13cf8","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2014-01-02 06:08:02","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2014-01-02 06:08:52",,,"1","2014-01-02 06:08:02","2014-01-02 06:08:52","C","B","2014-01-02 00:00:00","",89.4242328000,"A","0",0,23.0051305000,2,"","Bivagdi",0.0000000000,"uuid:65cb5975-94d3-4a63-af0c-d33316c13cf8","A","32216233","","","B","","C","Male","B",0,4138.0000000000,"",2,0,"1","",0,"np","","C"
"uuid:918fc36a-c28d-4b63-8a3f-cdef9f31a526","uid:motilal|2013-12-18T22:35:04.423+0000","2014-01-02 06:11:00","","2014-01-02 06:11:00",,,"1","2014-01-02 06:11:00","2014-01-02 06:11:00","F","B","2014-01-02 00:00:00","",91.6564771957,"A","0",0,22.6339852599,1,"","Middle mohadevpur",-30.0000000000,"uuid:918fc36a-c28d-4b63-8a3f-cdef9f31a526","A","31141113","","C","B","","A","Female","A",1,15.0000000000,"",1,2,"4","",1,"up","","D"
"uuid:4d74ee3a-7a65-41f3-af95-752aca2091e3","uid:halim|2013-12-18T23:05:17.071+0000","2014-01-02 06:12:25","","2014-01-02 06:12:25",,,"1","2014-01-02 06:12:25","2014-01-02 06:12:25","E","C","2014-01-02 00:00:00","",89.9613083000,"A","0",0,24.6768170000,1,"","Pankata",0.0000000000,"uuid:4d74ee3a-7a65-41f3-af95-752aca2091e3","B","32487123","","","D","","A","Female","D",0,4049.0000000000,"",2,0,"5","",0,"pp","","C"
"uuid:4b2a0cd9-bf99-43fa-b2e3-82c042f1e9ec","uid:amirul|2013-12-18T23:07:50.673+0000","2014-01-02 06:20:02","","2014-01-02 06:20:02",,,"1","2014-01-02 06:20:02","2014-01-02 06:20:02","C","A","2014-01-02 00:00:00","",90.2337567000,"B","0",0,23.0075240000,2,"","Tarkirchair-1",0.0000000000,"uuid:4b2a0cd9-bf99-43fa-b2e3-82c042f1e9ec","A","32115125","","","A","","A","Female","A",0,3221.0000000000,"",3,0,"4","",1,"pp","","D"
"uuid:2bc37c59-42ab-4d15-a9b3-cf44c6515855","uid:amirul|2013-12-18T23:07:50.673+0000","2014-01-02 06:21:45","","2014-01-02 06:21:45",,,"1","2014-01-02 06:21:45","2014-01-02 06:21:45","C","F","2014-01-02 00:00:00","",90.2337567000,"B","0",0,23.0075240000,1,"","Tarkirchar-1",0.0000000000,"uuid:2bc37c59-42ab-4d15-a9b3-cf44c6515855","A","32115111","","","C","","A","Female","B",0,3221.0000000000,"",0,0,"4","",0,"up","","D"
"uuid:e19b0273-383f-4f46-a782-596bc5d6ac99","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 06:26:31","","2014-01-02 06:26:31",,,"1","2014-01-02 06:26:31","2014-01-02 06:26:31","D","C","2014-01-02 00:00:00","",92.0790023000,"B","0",1,21.7736187000,1,"","Halkakra(molobirchara)",0.0000000000,"uuid:e19b0273-383f-4f46-a782-596bc5d6ac99","C","31191338","","","A","","A","Female","C",2,2740.0000000000,"",1,,"5","",1,"np","","D"
"uuid:5d610018-27fa-4cbe-9b45-6b46c1687792","uid:amirul|2013-12-18T23:07:50.673+0000","2014-01-02 06:26:50","","2014-01-02 06:26:50",,,"1","2014-01-02 06:26:50","2014-01-02 06:26:50","C","B","2014-01-02 00:00:00","",90.2295533333,"C","0",1,23.0003000000,3,"","Tarkirchar-1",-3.4000000000,"uuid:5d610018-27fa-4cbe-9b45-6b46c1687792","A","32115135","","","C","","A","Female","B",0,0.0000000000,"",1,0,"1","",0,"np","","D"
"uuid:e6711bc5-1c43-4f5b-adca-8935acae2347","uid:shahjahan|2013-12-18T22:34:46.954+0000","2014-01-02 06:28:46","","2014-01-02 06:28:46",,,"1","2014-01-02 06:28:46","2014-01-02 06:28:46","F","B","2014-01-02 00:00:00","",90.4144245000,"C","0",0,22.5046712000,1,"","Bagdia",0.0000000000,"uuid:e6711bc5-1c43-4f5b-adca-8935acae2347","B","32034912","","C","A","","A","Female","A",0,4092.0000000000,"",1,1,"1","",1,"up","","C"
"uuid:38d8c505-3d45-41b1-bf45-d5f91d99a006","uid:shahidul|2013-12-18T22:36:02.691+0000","2014-01-02 06:32:53","uid:shahidul|2013-12-18T22:36:02.691+0000","2014-01-02 06:39:47",,,"1","2014-01-02 06:32:53","2014-01-02 06:39:47","C","A","2014-01-02 00:00:00","",90.2294791131,"C","0",1,23.0005656838,1,"","Tarkirchar-1",-38.0000000000,"uuid:38d8c505-3d45-41b1-bf45-d5f91d99a006","A","32115114","","","C","","A","Female","A",0,35.0000000000,"",0,1,"1","",1,"up","","D"
"uuid:d1562900-6d6b-47f9-90b4-852d4e6c6990","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 06:34:24","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 06:37:51",,,"1","2014-01-02 06:34:24","2014-01-02 06:37:51","F","B","2014-01-02 00:00:00","",88.3659580985,"A","0",2,24.8583366547,3,"","loxlpur",-5.0000000000,"uuid:d1562900-6d6b-47f9-90b4-852d4e6c6990","B","31753431","","C","B","","A","Male","B",0,35.0000000000,"",3,0,"3","",0,"np","","B"
"uuid:6044cd0f-9220-4481-b55e-07e209b46043","uid:nimai|2013-12-18T23:09:28.390+0000","2014-01-02 06:35:57","","2014-01-02 06:35:57",,,"1","2014-01-02 06:35:57","2014-01-02 06:35:57","F","B","2014-01-02 00:00:00","",88.7902998000,"C","0",0,24.2071093000,1,"","Monigram",0.0000000000,"uuid:6044cd0f-9220-4481-b55e-07e209b46043","A","31723325","","C","C","","B","Female","C",0,3073.0000000000,"",1,1,"3","",0,"pp","","E"
"uuid:2daeff72-339b-4c32-a45f-194c28497bac","uid:abdul|2013-12-18T22:37:55.764+0000","2014-01-02 06:41:20","uid:abdul|2013-12-18T22:37:55.764+0000","2014-01-02 06:48:27",,,"1","2014-01-02 06:41:20","2014-01-02 06:48:27","F","A","2014-01-02 00:00:00","",88.7971938724,"A","0",0,24.2018010636,2,"","monigram",-28.0000000000,"uuid:2daeff72-339b-4c32-a45f-194c28497bac","B","31723326","","C","D","","A","Female","D",0,15.0000000000,"",1,1,"3","",0,"pp","","D"
"uuid:fa4de005-f049-4a28-a9bb-679d7f5119e7","uid:shahjahan|2013-12-18T22:34:46.954+0000","2014-01-02 06:49:18","uid:shahjahan|2013-12-18T22:34:46.954+0000","2014-01-02 06:55:35",,,"1","2014-01-02 06:49:18","2014-01-02 06:55:35","F","B","2014-01-02 00:00:00","",90.4014380000,"C","0",0,22.5081305000,2,"","Bagdia",0.0000000000,"uuid:fa4de005-f049-4a28-a9bb-679d7f5119e7","B","32034913","","C","A","","A","Female","A",0,3257.0000000000,"",1,0,"1","",2,"up","","C"
"uuid:089eee79-d453-4d01-a13e-f8699d10bdda","uid:motilal|2013-12-18T22:35:04.423+0000","2014-01-02 06:49:19","uid:motilal|2013-12-18T22:35:04.423+0000","2014-01-02 06:53:34",,,"1","2014-01-02 06:49:19","2014-01-02 06:53:34","D","B","2014-01-02 00:00:00","",91.6554034000,"A","0",1,22.6319312000,2,"","Middle mohadevpur",0.0000000000,"uuid:089eee79-d453-4d01-a13e-f8699d10bdda","A","31141114","","","C","","A","Female","A",0,3435.0000000000,"",1,2,"4","",0,"up","","D"
"uuid:aafc84cd-e8be-4958-9f72-58f3bf540257","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 06:51:08","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 07:15:11",,,"1","2014-01-02 06:51:08","2014-01-02 07:15:11","F","B","2014-01-02 00:00:00","",92.0765410733,"A","0",,21.7704488758,1,"","Halkakra(molobirchar)",42.0000000000,"uuid:aafc84cd-e8be-4958-9f72-58f3bf540257","A","31191334","","C","C","","A","Female","B",,40.0000000000,"",2,2,"4","",1,"np","","D"
"uuid:e70bc828-b78c-41e2-a866-601ad9cc22bb","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 06:53:28","","2014-01-02 06:53:28",,,"1","2014-01-02 06:53:28","2014-01-02 06:53:28","F","A","2014-01-02 00:00:00","",88.3903418000,"A","0",1,24.8623616000,1,"","loxipur",0.0000000000,"uuid:e70bc828-b78c-41e2-a866-601ad9cc22bb","B","31753432","","C","B","","A","Male","B",0,4039.0000000000,"",2,1,"2","",0,"np","","B"
"uuid:4726e915-cd2e-4a87-8c8e-eb6572d59b26","uid:jahurul|2013-12-18T22:34:46.944+0000","2014-01-02 06:55:41","","2014-01-02 06:55:41",,,"1","2014-01-02 06:55:41","2014-01-02 06:55:41","C","B","2014-01-02 00:00:00","",89.9613083000,"B","0",1,24.6768170000,1,"","pankata(pourosova)",0.0000000000,"uuid:4726e915-cd2e-4a87-8c8e-eb6572d59b26","B","32487112","","","C","","A","Male","A",0,4049.0000000000,"",1,0,"4","",0,"up","","E"
"uuid:a10bd349-d9e9-4559-8dc6-ded5d96f1ae1","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 06:55:43","","2014-01-02 06:55:43",,,"1","2014-01-02 06:55:43","2014-01-02 06:55:43","F","A","2014-01-02 00:00:00","",88.3903418000,"A","0",1,24.8623616000,1,"","loxipur",0.0000000000,"uuid:a10bd349-d9e9-4559-8dc6-ded5d96f1ae1","B","31753432","","C","B","","A","Male","B",0,4039.0000000000,"",2,1,"2","",0,"np","","B"
"uuid:6ce5c3c0-6e91-4cfe-9c47-83156b386936","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 06:57:16","uid:kamrul|2013-12-18T22:35:37.668+0000","2014-01-02 07:49:59",,,"1","2014-01-02 06:57:16","2014-01-02 07:49:59","D","A","2014-01-02 00:00:00","",92.0778957000,"B","0",1,21.7780038000,1,"","Halkakra(molubirchor)",0.0000000000,"uuid:6ce5c3c0-6e91-4cfe-9c47-83156b386936","A","31191327","","","D","","A","Female","D",2,3558.0000000000,"",1,,"5","",,"pp","","D"
"uuid:2887ef0e-9034-4a01-9371-1a800db81c42","uid:nimai|2013-12-18T23:09:28.390+0000","2014-01-02 06:58:14","","2014-01-02 06:58:14",,,"1","2014-01-02 06:58:14","2014-01-02 06:58:14","F","B","2014-01-02 00:00:00","",88.7902998000,"C","0",0,24.2071093000,1,"","Monigram",0.0000000000,"uuid:2887ef0e-9034-4a01-9371-1a800db81c42","A","31723314","","C","A","","B","Female","C",0,3073.0000000000,"",1,0,"3","",1,"up","","E"
"uuid:c61b7563-8bc2-419d-8648-3b1ba4339e5a","uid:hafizur|2013-12-18T22:34:56.018+0000","2014-01-02 06:59:50","uid:hafizur|2013-12-18T22:34:56.018+0000","2014-01-02 07:02:42",,,"1","2014-01-02 06:59:50","2014-01-02 07:02:42","C","B","2014-01-02 00:00:00","",90.2095762000,"B","0",0,23.0674343000,1,"","west bangram",0.0000000000,"uuid:c61b7563-8bc2-419d-8648-3b1ba4339e5a","B","32306610","","","A","","A","Female","A",0,3738.0000000000,"",1,2,"4","",0,"up","","E"
"uuid:406af4b3-19ae-4243-88fa-c7ab6556e554","uid:halim|2013-12-18T23:05:17.071+0000","2014-01-02 06:59:56","","2014-01-02 06:59:56",,,"1","2014-01-02 06:59:56","2014-01-02 06:59:56","C","B","2014-01-02 00:00:00","",89.9613083000,"B","0",0,24.6768170000,1,"","Pankata(pourosova)",0.0000000000,"uuid:406af4b3-19ae-4243-88fa-c7ab6556e554","D","32487124","","","C","","A","Female","A",0,4049.0000000000,"",1,1,"4","",1,"pp","","D"
"uuid:d2ec12b4-daac-465e-bf21-fd69b6dead19","uid:harun|2013-12-18T22:34:56.020+0000","2014-01-02 07:11:17","","2014-01-02 07:11:17",,,"1","2014-01-02 07:11:17","2014-01-02 07:11:17","C","B","2014-01-02 00:00:00","",89.8683777000,"B","0",0,24.8192822000,1,"","vatara",0.0000000000,"uuid:d2ec12b4-daac-465e-bf21-fd69b6dead19","C","31311911","","","C","","A","Female","D",0,3140.0000000000,"",1,0,"4","",0,"up","","E"
"uuid:21d8e811-b942-4669-afb0-67ff7821640d","uid:shahidul|2013-12-18T22:36:02.691+0000","2014-01-02 07:14:22","","2014-01-02 07:14:22",,,"1","2014-01-02 07:14:22","2014-01-02 07:14:22","F","B","2014-01-02 00:00:00","",90.2301190681,"A","0",1,23.0001534457,1,"","Tarkirchar-1",-41.0000000000,"uuid:21d8e811-b942-4669-afb0-67ff7821640d","A","32115133","","C","D","","A","Female","D",0,5.0000000000,"",2,0,"1","",0,"np","","B"
"uuid:938305ec-320f-414c-8510-1387cdd920a2","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 07:14:26","","2014-01-02 07:14:26",,,"1","2014-01-02 07:14:26","2014-01-02 07:14:26","","","2014-01-02 00:00:00","",88.3903418000,"","0",1,24.8623616000,1,"","loxipur",0.0000000000,"uuid:938305ec-320f-414c-8510-1387cdd920a2","","31753433","","","C","","","Female","B",0,4039.0000000000,"",1,1,"6","",0,"np","",""
"uuid:f57cb4ea-3647-429c-b7e9-6bc53def8b25","uid:shahjahan|2013-12-18T22:34:46.954+0000","2014-01-02 07:17:49","uid:shahjahan|2013-12-18T22:34:46.954+0000","2014-01-02 07:23:44",,,"1","2014-01-02 07:17:49","2014-01-02 07:23:44","B","B","2014-01-02 00:00:00","",90.4144245000,"A","0",0,22.5046712000,2,"","Bagdia",0.0000000000,"uuid:f57cb4ea-3647-429c-b7e9-6bc53def8b25","B","32034933","","","A","","A","Female","A",4,4092.0000000000,"",1,1,"4","",1,"np","","B"
"uuid:05437823-9d76-4110-b312-efe0ed248b2b","uid:jahurul|2013-12-18T22:34:46.944+0000","2014-01-02 07:19:09","uid:jahurul|2013-12-18T22:34:46.944+0000","2014-01-02 08:09:37",,,"1","2014-01-02 07:19:09","2014-01-02 08:09:37","F","D","2014-01-02 00:00:00","",89.9613083000,"C","0",0,24.6768170000,1,"","pankata(pourosova)",0.0000000000,"uuid:05437823-9d76-4110-b312-efe0ed248b2b","D","32487113","","C","D","","A","Female","D",0,4049.0000000000,"",1,1,"4","",0,"up","","D"
"uuid:3d4f9883-0317-4b44-b980-29c63bfc3ead","uid:shahidul|2013-12-18T22:36:02.691+0000","2014-01-02 07:21:31","","2014-01-02 07:21:31",,,"1","2014-01-02 07:21:31","2014-01-02 07:21:31","F","B","2014-01-02 00:00:00","",90.2301190681,"A","0",1,23.0001534457,1,"","Tarkirchar-1",-41.0000000000,"uuid:3d4f9883-0317-4b44-b980-29c63bfc3ead","A","32115133","","C","D","","A","Female","D",0,5.0000000000,"",2,0,"1","",0,"np","","B"
"uuid:8b4501aa-0e92-4bdb-92f6-32e555154d54","uid:enamul|2013-12-18T23:11:29.051+0000","2014-01-02 07:30:27","","2014-01-02 07:30:27",,,"1","2014-01-02 07:30:27","2014-01-02 07:30:27","F","A","2014-01-02 00:00:00","",89.2777378000,"A","0",0,25.5391153000,1,"","Dabra jummapara",0.0000000000,"uuid:8b4501aa-0e92-4bdb-92f6-32e555154d54","A","31412323","","C","D","","A","Female","D",0,3716.0000000000,"",1,0,"4","",0,"pp","","E"
"uuid:67056bf5-4e74-45b2-937b-e2eadcdced0e","uid:shahidul|2013-12-18T22:36:02.691+0000","2014-01-02 07:32:49","","2014-01-02 07:32:49",,,"1","2014-01-02 07:32:49","2014-01-02 07:32:49","C","B","2014-01-02 00:00:00","",90.2289418901,"A","0",1,22.9996759201,1,"","Tarkirchar-1",-33.0000000000,"uuid:67056bf5-4e74-45b2-937b-e2eadcdced0e","A","32115134","","","B","","A","Female","B",0,15.0000000000,"",1,0,"1","",0,"np","","D"
"uuid:ed454beb-4857-4b0a-a7c6-b9b44b1b0f2a","uid:enamul|2013-12-18T23:11:29.051+0000","2014-01-02 07:33:49","","2014-01-02 07:33:49",,,"1","2014-01-02 07:33:49","2014-01-02 07:33:49","F","B","2014-01-02 00:00:00","",89.2777378000,"A","0",1,25.5391153000,2,"","Dabra jummapara",0.0000000000,"uuid:ed454beb-4857-4b0a-a7c6-b9b44b1b0f2a","A","31412331","","E","D","","A","Female","D",0,3716.0000000000,"",1,0,"4","",0,"pp","","E"
"uuid:c8df7fa6-22e1-4c11-b56f-8834ada3a616","uid:abdul|2013-12-18T22:37:55.764+0000","2014-01-02 07:33:55","uid:abdul|2013-12-18T22:37:55.764+0000","2014-01-02 08:48:51",,,"1","2014-01-02 07:33:55","2014-01-02 08:48:51","F","B","2014-01-02 00:00:00","",88.7990935243,"A","0",0,24.2040609703,1,"","monigram",-21.0000000000,"uuid:c8df7fa6-22e1-4c11-b56f-8834ada3a616","B","31723327","","C","D","","A","Female","D",1,35.0000000000,"",1,1,"1","",1,"pp","","E"
"uuid:fb4a718b-1b69-49c4-a204-410abc413a53","uid:halim|2013-12-18T23:05:17.071+0000","2014-01-02 07:34:31","","2014-01-02 07:34:31",,,"1","2014-01-02 07:34:31","2014-01-02 07:34:31","C","B","2014-01-02 00:00:00","",89.9613083000,"C","0",1,24.6768170000,1,"","Pankata(pourosova)",0.0000000000,"uuid:fb4a718b-1b69-49c4-a204-410abc413a53","B","32487125","","","D","","A","Female","D",0,4049.0000000000,"",1,0,"4","",0,"pp","","D"
"uuid:88a65469-8003-472a-9c9e-393c9886e652","uid:enamul|2013-12-18T23:11:29.051+0000","2014-01-02 07:41:18","","2014-01-02 07:41:18",,,"1","2014-01-02 07:41:18","2014-01-02 07:41:18","E","E","2014-01-02 00:00:00","",89.2549112642,"C","0",0,25.5402863752,1,"","Dabra jummapara",-38.0000000000,"uuid:88a65469-8003-472a-9c9e-393c9886e652","E","31412311","","","C","","A","Female","A",0,5.0000000000,"",1,1,"4","",0,"up","","E"
"uuid:df1f0d81-dd47-4739-bd50-09bb7d2a43df","uid:enamul|2013-12-18T23:11:29.051+0000","2014-01-02 07:43:09","","2014-01-02 07:43:09",,,"1","2014-01-02 07:43:09","2014-01-02 07:43:09","F","D","2014-01-02 00:00:00","",89.2360611000,"B","0",0,25.5293343000,2,"","Dabra jummapara",0.0000000000,"uuid:df1f0d81-dd47-4739-bd50-09bb7d2a43df","B","31412310","","E","D","","A","Female","D",1,4618.0000000000,"",2,1,"4","",1,"up","","D"
"uuid:bbcee5c1-c819-4253-8ba7-56bc4b2bb3ae","uid:murad|2013-12-18T23:06:10.001+0000","2014-01-02 07:43:18","","2014-01-02 07:43:18",,,"1","2014-01-02 07:43:18","2014-01-02 07:43:18","F","D","2014-01-02 00:00:00","",91.5539013237,"B","0",0,24.6622626054,1,"","Rajnagor",-20.0000000000,"uuid:bbcee5c1-c819-4253-8ba7-56bc4b2bb3ae","B","32400214","","D","C","","A","Female","C",0,15.0000000000,"",1,3,"4","",1,"up","","D"
"uuid:9c2e16b7-8950-4ed3-a77c-b5e134e5e8e6","uid:sanjoy|2013-12-18T22:36:41.529+0000","2014-01-02 07:44:38","","2014-01-02 07:44:38",,,"1","2014-01-02 07:44:38","2014-01-02 07:44:38","C","B","2014-01-02 00:00:00","",88.9738831000,"B","0",0,23.3570749000,1,"","Borokhanpur",0.0000000000,"uuid:9c2e16b7-8950-4ed3-a77c-b5e134e5e8e6","A","32256311","","","D","","A","Female","D",0,3671.0000000000,"",1,2,"4","",0,"up","","D"
"uuid:765b71fb-8635-4887-af95-2dde5188d5d2","uid:murad|2013-12-18T23:06:10.001+0000","2014-01-02 07:44:56","uid:murad|2013-12-18T23:06:10.001+0000","2014-01-02 10:52:47",,,"1","2014-01-02 07:44:56","2014-01-02 10:52:47","F","D","2014-01-02 00:00:00","",91.5538819292,"A","0",0,24.6622105931,2,"","Rajnagor",-51.0000000000,"uuid:765b71fb-8635-4887-af95-2dde5188d5d2","C","32400232","","D","D","","A","Female","D",0,10.0000000000,"",0,2,"4","",0,"np","","E"
"uuid:b7704918-a288-495c-84af-6f21bee9ef8f","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 07:46:18","uid:maynul|2013-12-18T23:08:36.910+0000","2014-01-02 08:12:02",,,"1","2014-01-02 07:46:18","2014-01-02 08:12:02","F","B","2014-01-02 00:00:00","",88.3496725000,"B","0",0,24.8508630000,2,"","loxipur",0.0000000000,"uuid:b7704918-a288-495c-84af-6f21bee9ef8f","B","31753434","","C","B","","A","Male","B",0,4892.0000000000,"",2,0,"2","",0,"np","","A"
"uuid:cbd6934b-b430-419d-8674-204d2adf6d1f","uid:aman|2013-12-18T22:35:50.552+0000","2014-01-02 07:47:57","","2014-01-02 07:47:57",,,"1","2014-01-02 07:47:57","2014-01-02 07:47:57","D","B","2014-01-02 00:00:00","",91.3613738000,"A","0",,22.8571110000,1,"","Uttar Charchandia",0.0000000000,"uuid:cbd6934b-b430-419d-8674-204d2adf6d1f","B","31221425","","","C","","A","Female","A",,4751.0000000000,"",1,1,"4","",2,"pp","","E"
